id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
4980,cukierki;jajka,0.011,ogórki,0.294,0.002,0.209,0.713
4981,kasza jaglana;ogórki,0.034,papryka czerwona,0.181,0.005,0.149,0.824
4982,kasza jaglana;papryka czerwona,0.019,ogórki,0.294,0.005,0.263,0.896
4983,ogórki;papryka czerwona,0.040,kasza jaglana,0.134,0.005,0.127,0.947
4984,ziemniaki;banany,0.041,marchew,0.216,0.007,0.173,0.799
4985,marchew;banany,0.036,ziemniaki,0.217,0.007,0.200,0.923
4986,jabłka;sok pomarańczowy,0.037,ogórki,0.294,0.010,0.271,0.923
4987,jabłka;ogórki,0.058,sok pomarańczowy,0.176,0.010,0.171,0.974
4988,sok pomarańczowy;ogórki,0.033,jabłka,0.253,0.010,0.300,1.183
4989,cukier;jogurt naturalny,0.029,ryż,0.170,0.004,0.140,0.827
4990,sok pomarańczowy;ryż,0.024,ziemniaki,0.217,0.005,0.198,0.913
4991,sok pomarańczowy;ziemniaki,0.029,ryż,0.170,0.005,0.165,0.973
4992,ryż;ziemniaki,0.029,sok pomarańczowy,0.176,0.005,0.165,0.941
4993,sok pomarańczowy;ryż,0.024,gruszki,0.223,0.006,0.229,1.027
4994,sok pomarańczowy;gruszki,0.029,ryż,0.170,0.006,0.195,1.147
4995,ryż;gruszki,0.028,sok pomarańczowy,0.176,0.006,0.202,1.149
4996,ser żółty;czekolada gorzka,0.018,kasza jaglana,0.134,0.002,0.130,0.975
4997,kasza jaglana;mleko,0.058,czekolada gorzka,0.090,0.007,0.122,1.359
4998,kasza jaglana;czekolada gorzka,0.013,mleko,0.636,0.007,0.549,0.863
4999,mleko;czekolada gorzka,0.041,kasza jaglana,0.134,0.007,0.174,1.301
5000,jabłka;masło,0.023,sok pomarańczowy,0.176,0.004,0.156,0.886
5001,sok pomarańczowy;masło,0.018,jabłka,0.253,0.004,0.203,0.800
5002,cebula;chleb,0.087,herbata,0.136,0.009,0.102,0.752
5003,herbata;chleb,0.054,cebula,0.220,0.009,0.165,0.750
5004,kasza jaglana;sok pomarańczowy,0.019,jogurt naturalny,0.427,0.006,0.303,0.709
5005,kasza jaglana;jogurt naturalny,0.040,sok pomarańczowy,0.176,0.006,0.146,0.834
5006,sok pomarańczowy;jogurt naturalny,0.051,kasza jaglana,0.134,0.006,0.115,0.860
5007,winogrona;sok pomarańczowy,0.030,papryka czerwona,0.181,0.006,0.185,1.020
5008,winogrona;papryka czerwona,0.030,sok pomarańczowy,0.176,0.006,0.185,1.053
5009,sok pomarańczowy;papryka czerwona,0.026,winogrona,0.209,0.006,0.216,1.032
5010,winogrona;ryż,0.024,gruszki,0.223,0.004,0.161,0.723
5011,płatki owsiane;ryż,0.026,mleko,0.636,0.012,0.452,0.710
5012,płatki owsiane;mleko,0.071,ryż,0.170,0.012,0.168,0.989
5013,ryż;mleko,0.073,płatki owsiane,0.175,0.012,0.164,0.934
5014,herbata;mąka,0.014,pomidory,0.296,0.003,0.214,0.723
5015,pomidory;mąka,0.024,herbata,0.136,0.003,0.125,0.919
5016,kasza jaglana;cebula,0.021,marchew,0.216,0.004,0.195,0.903
5017,cebula;marchew,0.033,kasza jaglana,0.134,0.004,0.124,0.928
5018,kasza jaglana;marchew,0.023,cebula,0.220,0.004,0.180,0.817
5019,sok pomarańczowy;marchew,0.028,papryka czerwona,0.181,0.004,0.153,0.845
5020,sok pomarańczowy;papryka czerwona,0.026,marchew,0.216,0.004,0.167,0.771
5021,marchew;papryka czerwona,0.028,sok pomarańczowy,0.176,0.004,0.153,0.872
5022,kawa;herbata,0.013,jajka,0.207,0.002,0.170,0.819
5023,kawa;jajka,0.019,herbata,0.136,0.002,0.122,0.894
5024,winogrona;cukier,0.014,gruszki,0.223,0.002,0.161,0.721
5025,cukier;gruszki,0.013,winogrona,0.209,0.002,0.176,0.844
5026,jabłka;kawa,0.022,jajka,0.207,0.004,0.163,0.785
5027,kawa;jajka,0.019,jabłka,0.253,0.004,0.189,0.746
5028,ogórki;czekolada gorzka,0.019,jajka,0.207,0.003,0.173,0.836
5029,jajka;czekolada gorzka,0.014,ogórki,0.294,0.003,0.228,0.777
5030,winogrona;marchew,0.033,papryka czerwona,0.181,0.005,0.136,0.753
5031,marchew;papryka czerwona,0.028,winogrona,0.209,0.005,0.162,0.776
5032,ciasteczka owsiane;marchew,0.013,ziemniaki,0.217,0.002,0.170,0.784
5033,cebula;ryż,0.024,czekolada gorzka,0.090,0.003,0.104,1.163
5034,cebula;czekolada gorzka,0.018,ryż,0.170,0.003,0.143,0.842
5035,ryż;czekolada gorzka,0.013,cebula,0.220,0.003,0.196,0.891
5036,cytryny;ryż,0.011,banany,0.258,0.002,0.182,0.706
5037,winogrona;płatki owsiane,0.025,mąka,0.120,0.003,0.133,1.110
5038,winogrona;mąka,0.020,płatki owsiane,0.175,0.003,0.165,0.939
5039,płatki owsiane;mąka,0.019,winogrona,0.209,0.003,0.173,0.829
5040,winogrona;cebula,0.030,mąka,0.120,0.004,0.119,0.993
5041,cebula;mąka,0.020,winogrona,0.209,0.004,0.175,0.837
5042,winogrona;mąka,0.020,cebula,0.220,0.004,0.177,0.806
5043,pomidory;jogurt naturalny,0.082,jajka,0.207,0.012,0.146,0.702
5044,ser żółty;czekolada gorzka,0.018,makaron pełnoziarnisty,0.168,0.002,0.130,0.774
5045,cebula;marchew,0.033,mąka,0.120,0.004,0.116,0.973
5046,cebula;mąka,0.020,marchew,0.216,0.004,0.188,0.867
5047,marchew;mąka,0.019,cebula,0.220,0.004,0.200,0.909
5048,ogórki;kawa,0.031,papryka czerwona,0.181,0.005,0.157,0.867
5049,ogórki;papryka czerwona,0.040,kawa,0.121,0.005,0.120,0.998
5050,kawa;papryka czerwona,0.014,ogórki,0.294,0.005,0.333,1.135
5051,jajka;cukier,0.016,marchew,0.216,0.003,0.159,0.734
5052,cukier;marchew,0.016,jajka,0.207,0.003,0.159,0.766
5053,winogrona;ogórki,0.047,ser żółty,0.331,0.012,0.255,0.772
5054,winogrona;ser żółty,0.055,ogórki,0.294,0.012,0.217,0.738
5055,ogórki;ser żółty,0.070,winogrona,0.209,0.012,0.170,0.812
5056,winogrona;ogórki,0.047,gruszki,0.223,0.009,0.196,0.877
5057,winogrona;gruszki,0.037,ogórki,0.294,0.009,0.248,0.846
5058,ogórki;gruszki,0.052,winogrona,0.209,0.009,0.176,0.840
5059,chleb;cukier,0.037,makaron pełnoziarnisty,0.168,0.005,0.138,0.819
5060,cukier;makaron pełnoziarnisty,0.011,chleb,0.637,0.005,0.455,0.714
5061,cebula;gruszki,0.037,makaron pełnoziarnisty,0.168,0.006,0.152,0.901
5062,cebula;makaron pełnoziarnisty,0.026,gruszki,0.223,0.006,0.214,0.958
5063,gruszki;makaron pełnoziarnisty,0.032,cebula,0.220,0.006,0.175,0.794
5064,herbata;jajka,0.023,marchew,0.216,0.005,0.228,1.056
5065,herbata;marchew,0.024,jajka,0.207,0.005,0.219,1.055
5066,jajka;marchew,0.039,herbata,0.136,0.005,0.138,1.016
5067,winogrona;płatki owsiane,0.025,marchew,0.216,0.004,0.173,0.802
5068,winogrona;marchew,0.033,płatki owsiane,0.175,0.004,0.129,0.735
5069,płatki owsiane;marchew,0.026,winogrona,0.209,0.004,0.163,0.782
5070,cukier;marchew,0.016,papryka czerwona,0.181,0.002,0.127,0.701
5071,cukier;papryka czerwona,0.010,marchew,0.216,0.002,0.205,0.949
5072,sok pomarańczowy;jajka,0.024,ser żółty,0.331,0.006,0.242,0.732
5073,ser żółty;jajka,0.047,sok pomarańczowy,0.176,0.006,0.124,0.708
5074,chleb;czekolada gorzka,0.041,mleko,0.636,0.019,0.451,0.708
5075,mleko;czekolada gorzka,0.041,chleb,0.637,0.019,0.453,0.712
5076,ziemniaki;gruszki,0.033,marchew,0.216,0.006,0.176,0.812
5077,marchew;gruszki,0.033,ziemniaki,0.217,0.006,0.176,0.810
5078,ryż;pomidory,0.034,banany,0.258,0.007,0.218,0.847
5079,ryż;banany,0.034,pomidory,0.296,0.007,0.216,0.730
5080,pomidory;banany,0.053,ryż,0.170,0.007,0.140,0.825
5081,winogrona;jajka,0.032,czekolada gorzka,0.090,0.004,0.117,1.308
5082,winogrona;czekolada gorzka,0.016,jajka,0.207,0.004,0.231,1.113
5083,jajka;czekolada gorzka,0.014,winogrona,0.209,0.004,0.263,1.259
5084,pomidory;papryka czerwona,0.037,makaron pełnoziarnisty,0.168,0.005,0.139,0.824
5085,pomidory;makaron pełnoziarnisty,0.036,papryka czerwona,0.181,0.005,0.143,0.789
5086,kasza jaglana;herbata,0.016,makaron pełnoziarnisty,0.168,0.003,0.188,1.113
5087,kasza jaglana;makaron pełnoziarnisty,0.017,herbata,0.136,0.003,0.179,1.317
5088,herbata;makaron pełnoziarnisty,0.018,kasza jaglana,0.134,0.003,0.167,1.246
5089,jabłka;olej rzepakowy,0.021,pomidory,0.296,0.005,0.250,0.844
5090,jabłka;pomidory,0.053,olej rzepakowy,0.122,0.005,0.101,0.827
5091,cukierki;jogurt naturalny,0.026,ogórki,0.294,0.005,0.206,0.701
5092,ziemniaki;mleko,0.093,papryka czerwona,0.181,0.013,0.139,0.769
5093,mleko;papryka czerwona,0.070,ziemniaki,0.217,0.013,0.185,0.856
5094,winogrona;ryż,0.024,ser żółty,0.331,0.006,0.247,0.747
5095,kasza jaglana;mleko,0.058,ogórki,0.294,0.015,0.257,0.874
5096,ogórki;mleko,0.121,kasza jaglana,0.134,0.015,0.124,0.929
5097,olej rzepakowy;ziemniaki,0.024,jogurt naturalny,0.427,0.008,0.333,0.781
5098,olej rzepakowy;jogurt naturalny,0.037,ziemniaki,0.217,0.008,0.215,0.993
5099,ziemniaki;jogurt naturalny,0.071,olej rzepakowy,0.122,0.008,0.111,0.907
5100,cytryny;masło,0.008,jogurt naturalny,0.427,0.003,0.344,0.805
5101,cytryny;jogurt naturalny,0.024,masło,0.131,0.003,0.118,0.902
5102,cebula;jajka,0.035,papryka czerwona,0.181,0.005,0.132,0.731
5103,cebula;papryka czerwona,0.030,jajka,0.207,0.005,0.153,0.736
5104,jajka;papryka czerwona,0.029,cebula,0.220,0.005,0.157,0.711
5105,winogrona;jogurt naturalny,0.056,jabłka,0.253,0.010,0.182,0.717
5106,kasza jaglana;sok pomarańczowy,0.019,olej rzepakowy,0.122,0.002,0.118,0.970
5107,kasza jaglana;olej rzepakowy,0.014,sok pomarańczowy,0.176,0.002,0.158,0.899
5108,sok pomarańczowy;olej rzepakowy,0.015,kasza jaglana,0.134,0.002,0.148,1.103
5109,olej rzepakowy;ziemniaki,0.024,jajka,0.207,0.005,0.215,1.037
5110,olej rzepakowy;jajka,0.021,ziemniaki,0.217,0.005,0.241,1.112
5111,ziemniaki;jajka,0.033,olej rzepakowy,0.122,0.005,0.154,1.261
5112,kasza jaglana;jajka,0.022,cukier,0.089,0.002,0.106,1.189
5113,kasza jaglana;cukier,0.009,jajka,0.207,0.002,0.243,1.173
5114,jajka;cukier,0.016,kasza jaglana,0.134,0.002,0.143,1.068
5115,jabłka;płatki owsiane,0.037,ziemniaki,0.217,0.008,0.208,0.961
5116,jabłka;ziemniaki,0.041,płatki owsiane,0.175,0.008,0.186,1.063
5117,płatki owsiane;ziemniaki,0.031,jabłka,0.253,0.008,0.246,0.970
5118,cebula;czekolada gorzka,0.018,papryka czerwona,0.181,0.003,0.157,0.867
5119,papryka czerwona;czekolada gorzka,0.013,cebula,0.220,0.003,0.208,0.943
5120,kasza jaglana;olej rzepakowy,0.014,masło,0.131,0.003,0.193,1.471
5121,kasza jaglana;masło,0.016,olej rzepakowy,0.122,0.003,0.177,1.454
5122,olej rzepakowy;masło,0.014,kasza jaglana,0.134,0.003,0.196,1.469
5123,chleb;ciasteczka owsiane,0.035,jabłka,0.253,0.007,0.210,0.829
5124,cebula;płatki owsiane,0.027,ogórki,0.294,0.006,0.208,0.707
5125,cebula;ogórki,0.043,płatki owsiane,0.175,0.006,0.129,0.738
5126,ryż;ziemniaki,0.029,mąka,0.120,0.003,0.113,0.946
5127,ryż;mąka,0.018,ziemniaki,0.217,0.003,0.183,0.845
5128,ziemniaki;mąka,0.021,ryż,0.170,0.003,0.160,0.945
5129,cukier;mąka,0.008,ser żółty,0.331,0.002,0.267,0.806
5130,kasza jaglana;herbata,0.016,marchew,0.216,0.003,0.172,0.795
5131,kasza jaglana;marchew,0.023,herbata,0.136,0.003,0.124,0.909
5132,herbata;marchew,0.024,kasza jaglana,0.134,0.003,0.115,0.857
5133,jabłka;mąka,0.021,jajka,0.207,0.004,0.169,0.814
5134,jajka;mąka,0.016,jabłka,0.253,0.004,0.222,0.877
5135,ryż;mleko,0.073,makaron pełnoziarnisty,0.168,0.010,0.139,0.827
5136,ryż;makaron pełnoziarnisty,0.022,mleko,0.636,0.010,0.471,0.739
5137,mleko;makaron pełnoziarnisty,0.072,ryż,0.170,0.010,0.142,0.836
5138,sok pomarańczowy;papryka czerwona,0.026,gruszki,0.223,0.004,0.157,0.703
5139,sok pomarańczowy;gruszki,0.029,papryka czerwona,0.181,0.004,0.142,0.782
5140,papryka czerwona;gruszki,0.031,sok pomarańczowy,0.176,0.004,0.130,0.741
5141,cytryny;marchew,0.015,mleko,0.636,0.007,0.475,0.747
5142,cytryny;mleko,0.039,marchew,0.216,0.007,0.191,0.883
5143,winogrona;mleko,0.084,sok pomarańczowy,0.176,0.011,0.133,0.755
5144,sok pomarańczowy;mleko,0.066,winogrona,0.209,0.011,0.169,0.806
5145,ryż;pomidory,0.034,gruszki,0.223,0.006,0.173,0.775
5146,ryż;gruszki,0.028,pomidory,0.296,0.006,0.211,0.712
5147,pomidory;gruszki,0.047,ryż,0.170,0.006,0.123,0.725
5148,banany;mąka,0.026,makaron pełnoziarnisty,0.168,0.004,0.147,0.873
5149,banany;makaron pełnoziarnisty,0.030,mąka,0.120,0.004,0.126,1.055
5150,mąka;makaron pełnoziarnisty,0.015,banany,0.258,0.004,0.250,0.971
5151,cebula;pomidory,0.047,masło,0.131,0.005,0.102,0.775
5152,masło;pomidory,0.024,cebula,0.220,0.005,0.202,0.919
5153,cytryny;pomidory,0.019,chleb,0.637,0.009,0.486,0.764
5154,cytryny;chleb,0.037,pomidory,0.296,0.009,0.245,0.826
5155,cytryny;gruszki,0.012,papryka czerwona,0.181,0.002,0.188,1.035
5156,ogórki;jogurt naturalny,0.083,ser żółty,0.331,0.020,0.234,0.707
5157,ser żółty;jogurt naturalny,0.091,ogórki,0.294,0.020,0.215,0.733
5158,masło;pomidory,0.024,banany,0.258,0.006,0.245,0.950
5159,pomidory;banany,0.053,masło,0.131,0.006,0.111,0.847
5160,jabłka;cytryny,0.016,cukier,0.089,0.002,0.127,1.426
5161,jabłka;cukier,0.018,cytryny,0.084,0.002,0.111,1.327
5162,cytryny;cukier,0.007,jabłka,0.253,0.002,0.296,1.169
5163,jabłka;winogrona,0.037,jajka,0.207,0.006,0.164,0.793
5164,winogrona;jajka,0.032,jabłka,0.253,0.006,0.188,0.740
5165,cytryny;kawa,0.009,mleko,0.636,0.004,0.459,0.722
5166,cytryny;mleko,0.039,kawa,0.121,0.004,0.112,0.928
5167,cukierki;ser żółty,0.020,marchew,0.216,0.003,0.167,0.771
5168,cukierki;marchew,0.014,ser żółty,0.331,0.003,0.241,0.728
5169,pomidory;chleb,0.113,jajka,0.207,0.019,0.169,0.815
5170,chleb;jajka,0.089,pomidory,0.296,0.019,0.213,0.719
5171,ryż;herbata,0.020,masło,0.131,0.003,0.128,0.977
5172,ryż;masło,0.015,herbata,0.136,0.003,0.167,1.225
5173,herbata;masło,0.014,ryż,0.170,0.003,0.185,1.091
5174,cebula;cytryny,0.016,papryka czerwona,0.181,0.003,0.185,1.019
5175,cebula;papryka czerwona,0.030,cytryny,0.084,0.003,0.102,1.214
5176,cytryny;papryka czerwona,0.016,cebula,0.220,0.003,0.190,0.866
5177,olej rzepakowy;czekolada gorzka,0.009,pomidory,0.296,0.002,0.229,0.771
5178,kawa;cukier,0.011,jogurt naturalny,0.427,0.004,0.333,0.781
5179,cukier;jogurt naturalny,0.029,kawa,0.121,0.004,0.123,1.019
5180,cebula;kawa,0.022,cukier,0.089,0.003,0.118,1.321
5181,cebula;cukier,0.016,kawa,0.121,0.003,0.161,1.338
5182,kawa;cukier,0.011,cebula,0.220,0.003,0.238,1.082
5183,chleb;czekolada gorzka,0.041,winogrona,0.209,0.007,0.167,0.797
5184,ryż;ser żółty,0.045,marchew,0.216,0.009,0.193,0.894
5185,ryż;marchew,0.026,ser żółty,0.331,0.009,0.337,1.017
5186,ser żółty;marchew,0.053,ryż,0.170,0.009,0.162,0.954
5187,herbata;czekolada gorzka,0.009,banany,0.258,0.002,0.235,0.914
5188,banany;czekolada gorzka,0.015,herbata,0.136,0.002,0.133,0.980
5189,chleb;cukier,0.037,marchew,0.216,0.006,0.166,0.766
5190,kawa;ser żółty,0.029,pomidory,0.296,0.007,0.246,0.829
5191,pomidory;ser żółty,0.064,kawa,0.121,0.007,0.112,0.926
5192,kasza jaglana;ciasteczka owsiane,0.008,chleb,0.637,0.004,0.484,0.760
5193,chleb;ciasteczka owsiane,0.035,kasza jaglana,0.134,0.004,0.109,0.813
5194,jabłka;mleko,0.102,ogórki,0.294,0.023,0.221,0.754
5195,ogórki;mleko,0.121,jabłka,0.253,0.023,0.187,0.739
5196,płatki owsiane;cukier,0.013,marchew,0.216,0.003,0.231,1.067
5197,płatki owsiane;marchew,0.026,cukier,0.089,0.003,0.115,1.296
5198,cukier;marchew,0.016,płatki owsiane,0.175,0.003,0.190,1.086
5199,sok pomarańczowy;mleko,0.066,marchew,0.216,0.011,0.169,0.780
5200,marchew;mleko,0.085,sok pomarańczowy,0.176,0.011,0.131,0.748
5201,jabłka;cebula,0.045,masło,0.131,0.006,0.141,1.077
5202,jabłka;masło,0.023,cebula,0.220,0.006,0.278,1.263
5203,cebula;masło,0.025,jabłka,0.253,0.006,0.253,0.996
5204,jabłka;cytryny,0.016,mąka,0.120,0.002,0.127,1.063
5205,cytryny;mąka,0.009,jabłka,0.253,0.002,0.235,0.928
5206,ryż;ser żółty,0.045,makaron pełnoziarnisty,0.168,0.006,0.131,0.776
5207,ryż;makaron pełnoziarnisty,0.022,ser żółty,0.331,0.006,0.271,0.818
5208,ser żółty;makaron pełnoziarnisty,0.041,ryż,0.170,0.006,0.144,0.847
5209,kasza jaglana;płatki owsiane,0.021,ser żółty,0.331,0.005,0.244,0.737
5210,kasza jaglana;ser żółty,0.029,płatki owsiane,0.175,0.005,0.177,1.009
5211,płatki owsiane;ser żółty,0.043,kasza jaglana,0.134,0.005,0.117,0.875
5212,sok pomarańczowy;ziemniaki,0.029,masło,0.131,0.003,0.113,0.862
5213,sok pomarańczowy;masło,0.018,ziemniaki,0.217,0.003,0.188,0.869
5214,ziemniaki;masło,0.020,sok pomarańczowy,0.176,0.003,0.167,0.949
5215,płatki owsiane;jogurt naturalny,0.045,cebula,0.220,0.007,0.156,0.711
5216,herbata;makaron pełnoziarnisty,0.018,jabłka,0.253,0.003,0.181,0.712
5217,sok pomarańczowy;jogurt naturalny,0.051,papryka czerwona,0.181,0.009,0.175,0.966
5218,sok pomarańczowy;papryka czerwona,0.026,jogurt naturalny,0.427,0.009,0.343,0.804
5219,jogurt naturalny;papryka czerwona,0.053,sok pomarańczowy,0.176,0.009,0.169,0.963
5220,winogrona;ciasteczka owsiane,0.012,cebula,0.220,0.002,0.191,0.870
5221,chleb;jogurt naturalny,0.157,pomidory,0.296,0.033,0.211,0.711
5222,chleb;cukier;mleko,0.015,banany,0.258,0.003,0.186,0.724
5223,ogórki;pomidory;ser żółty,0.012,gruszki,0.223,0.002,0.167,0.747
5224,pomidory;ser żółty;gruszki,0.010,ogórki,0.294,0.002,0.211,0.717
5225,jabłka;cebula;pomidory,0.009,jogurt naturalny,0.427,0.003,0.351,0.823
5226,jabłka;pomidory;jogurt naturalny,0.015,cebula,0.220,0.003,0.213,0.969
5227,cebula;pomidory;jogurt naturalny,0.016,jabłka,0.253,0.003,0.206,0.814
5228,ryż;papryka czerwona,0.025,chleb;jogurt naturalny,0.157,0.003,0.112,0.717
5229,ryż;chleb;jogurt naturalny,0.021,papryka czerwona,0.181,0.003,0.136,0.750
5230,chleb;jogurt naturalny;papryka czerwona,0.020,ryż,0.170,0.003,0.138,0.810
5231,winogrona;cukier,0.014,ser żółty;chleb,0.130,0.002,0.161,1.237
5232,winogrona;ser żółty;cukier,0.004,chleb,0.637,0.002,0.563,0.884
5233,winogrona;chleb;cukier,0.007,ser żółty,0.331,0.002,0.310,0.938
5234,ser żółty;chleb;cukier,0.009,winogrona,0.209,0.002,0.243,1.163
5235,pomidory;makaron pełnoziarnisty,0.036,banany;mleko,0.103,0.004,0.121,1.182
5236,banany;makaron pełnoziarnisty,0.030,pomidory;mleko,0.120,0.004,0.143,1.195
5237,pomidory;mleko;banany,0.023,makaron pełnoziarnisty,0.168,0.004,0.189,1.121
5238,pomidory;mleko;makaron pełnoziarnisty,0.016,banany,0.258,0.004,0.262,1.015
5239,pomidory;banany;makaron pełnoziarnisty,0.008,mleko,0.636,0.004,0.548,0.862
5240,mleko;banany;makaron pełnoziarnisty,0.015,pomidory,0.296,0.004,0.283,0.956
5241,ogórki;ciasteczka owsiane,0.023,pomidory;chleb,0.113,0.002,0.101,0.898
5242,pomidory;ciasteczka owsiane,0.019,ogórki;chleb,0.114,0.002,0.123,1.085
5243,ogórki;pomidory;chleb,0.022,ciasteczka owsiane,0.081,0.002,0.105,1.289
5244,ogórki;chleb;ciasteczka owsiane,0.010,pomidory,0.296,0.002,0.237,0.799
5245,pomidory;chleb;ciasteczka owsiane,0.007,ogórki,0.294,0.002,0.333,1.135
5246,ogórki;masło,0.028,chleb;mleko,0.215,0.005,0.165,0.767
5247,masło;chleb;mleko,0.019,ogórki,0.294,0.005,0.240,0.817
5248,ogórki;chleb;marchew,0.012,ser żółty,0.331,0.003,0.250,0.756
5249,winogrona;płatki owsiane,0.025,ser żółty;mleko,0.131,0.003,0.122,0.937
5250,winogrona;płatki owsiane;ser żółty,0.006,mleko,0.636,0.003,0.480,0.754
5251,winogrona;płatki owsiane;mleko,0.012,ser żółty,0.331,0.003,0.255,0.772
5252,płatki owsiane;ser żółty;mleko,0.019,winogrona,0.209,0.003,0.162,0.776
5253,winogrona;ser żółty;mleko,0.023,płatki owsiane,0.175,0.003,0.133,0.760
5254,olej rzepakowy;papryka czerwona,0.017,chleb;mleko,0.215,0.003,0.162,0.751
5255,chleb;mleko;papryka czerwona,0.027,olej rzepakowy,0.122,0.003,0.102,0.835
5256,cebula;chleb,0.087,jogurt naturalny;mleko,0.167,0.010,0.120,0.718
5257,cebula;mleko,0.089,chleb;jogurt naturalny,0.157,0.010,0.117,0.746
5258,cebula;chleb;mleko,0.032,jogurt naturalny,0.427,0.010,0.325,0.762
5259,winogrona;ryż,0.024,pomidory;mleko,0.120,0.003,0.108,0.900
5260,winogrona;ryż;mleko,0.012,pomidory,0.296,0.003,0.217,0.734
5261,winogrona;pomidory;mleko,0.019,ryż,0.170,0.003,0.137,0.807
5262,ryż;pomidory;mleko,0.013,winogrona,0.209,0.003,0.196,0.938
5263,ryż;olej rzepakowy,0.016,jogurt naturalny;mleko,0.167,0.002,0.141,0.842
5264,ryż;olej rzepakowy;jogurt naturalny,0.005,mleko,0.636,0.002,0.474,0.744
5265,ryż;olej rzepakowy;mleko,0.007,jogurt naturalny,0.427,0.002,0.333,0.781
5266,olej rzepakowy;jogurt naturalny;mleko,0.018,ryż,0.170,0.002,0.130,0.768
5267,cytryny;ogórki,0.017,ser żółty;mleko,0.131,0.003,0.147,1.125
5268,cytryny;ser żółty,0.022,ogórki;mleko,0.121,0.003,0.116,0.965
5269,cytryny;ogórki;ser żółty,0.005,mleko,0.636,0.003,0.526,0.827
5270,cytryny;ogórki;mleko,0.007,ser żółty,0.331,0.003,0.370,1.119
5271,cytryny;ser żółty;mleko,0.008,ogórki,0.294,0.003,0.312,1.064
5272,cebula;pomidory,0.047,chleb;jogurt naturalny,0.157,0.006,0.128,0.820
5273,cebula;pomidory;chleb,0.019,jogurt naturalny,0.427,0.006,0.316,0.739
5274,cebula;chleb;jogurt naturalny,0.027,pomidory,0.296,0.006,0.229,0.771
5275,pomidory;chleb;jogurt naturalny,0.033,cebula,0.220,0.006,0.185,0.839
5276,ziemniaki;pomidory;chleb,0.021,ser żółty,0.331,0.005,0.235,0.709
5277,ziemniaki;ser żółty;chleb,0.022,pomidory,0.296,0.005,0.221,0.745
5278,pomidory;ser żółty;chleb,0.025,ziemniaki,0.217,0.005,0.194,0.895
5279,jabłka;ser żółty;jogurt naturalny,0.017,makaron pełnoziarnisty,0.168,0.003,0.147,0.873
5280,jabłka;ser żółty;makaron pełnoziarnisty,0.008,jogurt naturalny,0.427,0.003,0.303,0.710
5281,jabłka;jogurt naturalny;makaron pełnoziarnisty,0.011,ser żółty,0.331,0.003,0.238,0.720
5282,ser żółty;jogurt naturalny;makaron pełnoziarnisty,0.013,jabłka,0.253,0.003,0.196,0.774
5283,płatki owsiane;masło;mleko,0.010,banany,0.258,0.002,0.237,0.920
5284,płatki owsiane;mleko;banany,0.014,masło,0.131,0.002,0.158,1.204
5285,masło;mleko;banany,0.012,płatki owsiane,0.175,0.002,0.196,1.116
5286,ogórki;ryż;mleko,0.013,gruszki,0.223,0.002,0.160,0.717
5287,ziemniaki;makaron pełnoziarnisty,0.028,chleb;jogurt naturalny,0.157,0.004,0.128,0.820
5288,ziemniaki;chleb;makaron pełnoziarnisty,0.011,jogurt naturalny,0.427,0.004,0.318,0.745
5289,chleb;jogurt naturalny;makaron pełnoziarnisty,0.021,ziemniaki,0.217,0.004,0.167,0.769
5290,jabłka;marchew,0.040,ser żółty;chleb,0.130,0.004,0.102,0.784
5291,jabłka;ser żółty;chleb,0.027,marchew,0.216,0.004,0.152,0.705
5292,jabłka;chleb;marchew,0.014,ser żółty,0.331,0.004,0.286,0.863
5293,ser żółty;chleb;marchew,0.020,jabłka,0.253,0.004,0.200,0.789
5294,ogórki;banany,0.050,pomidory;chleb,0.113,0.005,0.101,0.897
5295,ogórki;pomidory;chleb,0.022,banany,0.258,0.005,0.233,0.903
5296,ogórki;chleb;banany,0.020,pomidory,0.296,0.005,0.256,0.865
5297,pomidory;chleb;banany,0.022,ogórki,0.294,0.005,0.233,0.792
5298,winogrona;ziemniaki;chleb,0.012,banany,0.258,0.003,0.217,0.844
5299,ziemniaki;chleb;banany,0.015,winogrona,0.209,0.003,0.169,0.811
5300,jabłka;kasza jaglana,0.025,chleb;jogurt naturalny,0.157,0.003,0.110,0.703
5301,winogrona;ryż;ziemniaki,0.004,mleko,0.636,0.002,0.600,0.943
5302,winogrona;ryż;mleko,0.012,ziemniaki,0.217,0.002,0.196,0.903
5303,winogrona;ziemniaki;mleko,0.015,ryż,0.170,0.002,0.155,0.914
5304,ryż;ziemniaki;mleko,0.014,winogrona,0.209,0.002,0.161,0.769
5305,jabłka;ziemniaki;jogurt naturalny,0.015,marchew,0.216,0.003,0.207,0.957
5306,jabłka;ziemniaki;marchew,0.008,jogurt naturalny,0.427,0.003,0.375,0.878
5307,jabłka;jogurt naturalny;marchew,0.012,ziemniaki,0.217,0.003,0.250,1.154
5308,ziemniaki;jogurt naturalny;marchew,0.013,jabłka,0.253,0.003,0.235,0.928
5309,marchew;mleko;gruszki,0.014,ziemniaki,0.217,0.002,0.164,0.755
5310,jabłka;sok pomarańczowy;chleb,0.013,winogrona,0.209,0.002,0.151,0.722
5311,płatki owsiane;chleb;banany,0.017,papryka czerwona,0.181,0.003,0.167,0.920
5312,płatki owsiane;chleb;papryka czerwona,0.014,banany,0.258,0.003,0.196,0.763
