id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
1475,jogurt naturalny;ogórki;mleko,0.063,chleb pełnoziarnisty,0.414,0.025,0.397,0.959
1476,jajka;ryż brązowy,0.171,chleb pełnoziarnisty;mleko,0.177,0.033,0.193,1.090
1477,jajka;chleb pełnoziarnisty,0.180,ryż brązowy;mleko,0.181,0.033,0.183,1.013
1478,jajka;mleko,0.171,ryż brązowy;chleb pełnoziarnisty,0.176,0.033,0.193,1.096
1479,ryż brązowy;chleb pełnoziarnisty,0.176,jajka;mleko,0.171,0.033,0.188,1.096
1480,ryż brązowy;mleko,0.181,jajka;chleb pełnoziarnisty,0.180,0.033,0.182,1.013
1481,chleb pełnoziarnisty;mleko,0.177,jajka;ryż brązowy,0.171,0.033,0.186,1.090
1482,jajka;ryż brązowy;chleb pełnoziarnisty,0.075,mleko,0.434,0.033,0.440,1.014
1483,jajka;ryż brązowy;mleko,0.072,chleb pełnoziarnisty,0.414,0.033,0.458,1.107
1484,jajka;chleb pełnoziarnisty;mleko,0.071,ryż brązowy,0.412,0.033,0.465,1.128
1485,ryż brązowy;chleb pełnoziarnisty;mleko,0.078,jajka,0.432,0.033,0.423,0.979
1486,jabłka;jogurt naturalny,0.177,banany;mleko,0.165,0.024,0.136,0.822
1487,jabłka;mleko,0.170,jogurt naturalny;banany,0.156,0.024,0.141,0.905
1488,jabłka;banany,0.160,jogurt naturalny;mleko,0.184,0.024,0.150,0.815
1489,jogurt naturalny;mleko,0.184,jabłka;banany,0.160,0.024,0.130,0.815
1490,jogurt naturalny;banany,0.156,jabłka;mleko,0.170,0.024,0.154,0.905
1491,banany;mleko,0.165,jabłka;jogurt naturalny,0.177,0.024,0.145,0.822
1492,jabłka;jogurt naturalny;mleko,0.079,banany,0.389,0.024,0.304,0.781
1493,jabłka;jogurt naturalny;banany,0.058,mleko,0.434,0.024,0.414,0.953
1494,jabłka;mleko;banany,0.065,jogurt naturalny,0.434,0.024,0.369,0.851
1495,jogurt naturalny;mleko;banany,0.063,jabłka,0.407,0.024,0.381,0.936
1496,ser żółty;chleb pełnoziarnisty,0.160,jogurt naturalny;mleko,0.184,0.031,0.194,1.053
1497,ser żółty;jogurt naturalny,0.175,chleb pełnoziarnisty;mleko,0.177,0.031,0.177,1.001
1498,ser żółty;mleko,0.194,chleb pełnoziarnisty;jogurt naturalny,0.169,0.031,0.160,0.946
1499,chleb pełnoziarnisty;jogurt naturalny,0.169,ser żółty;mleko,0.194,0.031,0.183,0.946
1500,chleb pełnoziarnisty;mleko,0.177,ser żółty;jogurt naturalny,0.175,0.031,0.175,1.001
1501,jogurt naturalny;mleko,0.184,ser żółty;chleb pełnoziarnisty,0.160,0.031,0.168,1.053
1502,ser żółty;chleb pełnoziarnisty;jogurt naturalny,0.061,mleko,0.434,0.031,0.508,1.171
1503,ser żółty;chleb pełnoziarnisty;mleko,0.073,jogurt naturalny,0.434,0.031,0.425,0.978
1504,ser żółty;jogurt naturalny;mleko,0.080,chleb pełnoziarnisty,0.414,0.031,0.388,0.936
1505,chleb pełnoziarnisty;jogurt naturalny;mleko,0.074,ser żółty,0.418,0.031,0.419,1.002
1506,ser żółty;chleb pełnoziarnisty,0.160,jogurt naturalny;ogórki,0.162,0.025,0.156,0.965
1507,ser żółty;ogórki,0.172,chleb pełnoziarnisty;jogurt naturalny,0.169,0.025,0.145,0.860
1508,ser żółty;jogurt naturalny,0.175,chleb pełnoziarnisty;ogórki,0.163,0.025,0.143,0.876
1509,chleb pełnoziarnisty;ogórki,0.163,ser żółty;jogurt naturalny,0.175,0.025,0.153,0.876
1510,chleb pełnoziarnisty;jogurt naturalny,0.169,ser żółty;ogórki,0.172,0.025,0.148,0.860
1511,jogurt naturalny;ogórki,0.162,ser żółty;chleb pełnoziarnisty,0.160,0.025,0.154,0.965
1512,ser żółty;chleb pełnoziarnisty;ogórki,0.069,jogurt naturalny,0.434,0.025,0.362,0.835
1513,ser żółty;chleb pełnoziarnisty;jogurt naturalny,0.061,ogórki,0.396,0.025,0.410,1.035
1514,ser żółty;jogurt naturalny;ogórki,0.063,chleb pełnoziarnisty,0.414,0.025,0.397,0.959
1515,chleb pełnoziarnisty;jogurt naturalny;ogórki,0.065,ser żółty,0.418,0.025,0.385,0.920
1516,ziemniaki;ser żółty,0.159,ogórki;mleko,0.162,0.030,0.189,1.165
1517,ziemniaki;ogórki,0.153,ser żółty;mleko,0.194,0.030,0.196,1.011
1518,ziemniaki;mleko,0.178,ser żółty;ogórki,0.172,0.030,0.169,0.980
1519,ser żółty;ogórki,0.172,ziemniaki;mleko,0.178,0.030,0.174,0.980
1520,ser żółty;mleko,0.194,ziemniaki;ogórki,0.153,0.030,0.155,1.011
1521,ogórki;mleko,0.162,ziemniaki;ser żółty,0.159,0.030,0.185,1.165
1522,ziemniaki;ser żółty;ogórki,0.067,mleko,0.434,0.030,0.448,1.032
1523,ziemniaki;ser żółty;mleko,0.081,ogórki,0.396,0.030,0.370,0.935
1524,ziemniaki;ogórki;mleko,0.060,ser żółty,0.418,0.030,0.500,1.196
1525,ser żółty;ogórki;mleko,0.076,ziemniaki,0.401,0.030,0.395,0.984
1526,ser żółty;ryż brązowy,0.171,jogurt naturalny;mleko,0.184,0.032,0.187,1.017
1527,ser żółty;jogurt naturalny,0.175,ryż brązowy;mleko,0.181,0.032,0.183,1.010
1528,ser żółty;mleko,0.194,ryż brązowy;jogurt naturalny,0.172,0.032,0.165,0.959
1529,ryż brązowy;jogurt naturalny,0.172,ser żółty;mleko,0.194,0.032,0.186,0.959
1530,ryż brązowy;mleko,0.181,ser żółty;jogurt naturalny,0.175,0.032,0.177,1.010
1531,jogurt naturalny;mleko,0.184,ser żółty;ryż brązowy,0.171,0.032,0.174,1.017
1532,ser żółty;ryż brązowy;jogurt naturalny,0.069,mleko,0.434,0.032,0.464,1.069
1533,ser żółty;ryż brązowy;mleko,0.076,jogurt naturalny,0.434,0.032,0.421,0.970
1534,ser żółty;jogurt naturalny;mleko,0.080,ryż brązowy,0.412,0.032,0.400,0.971
1535,ryż brązowy;jogurt naturalny;mleko,0.075,ser żółty,0.418,0.032,0.427,1.021
1536,ziemniaki;jajka,0.177,jogurt naturalny;mleko,0.184,0.035,0.198,1.075
1537,ziemniaki;jogurt naturalny,0.165,jajka;mleko,0.171,0.035,0.212,1.240
1538,ziemniaki;mleko,0.178,jajka;jogurt naturalny,0.180,0.035,0.197,1.092
1539,jajka;jogurt naturalny,0.180,ziemniaki;mleko,0.178,0.035,0.194,1.092
1540,jajka;mleko,0.171,ziemniaki;jogurt naturalny,0.165,0.035,0.205,1.240
1541,jogurt naturalny;mleko,0.184,ziemniaki;jajka,0.177,0.035,0.190,1.075
1542,ziemniaki;jajka;jogurt naturalny,0.076,mleko,0.434,0.035,0.461,1.061
1543,ziemniaki;jajka;mleko,0.084,jogurt naturalny,0.434,0.035,0.417,0.960
1544,ziemniaki;jogurt naturalny;mleko,0.075,jajka,0.432,0.035,0.467,1.080
1545,jajka;jogurt naturalny;mleko,0.070,ziemniaki,0.401,0.035,0.500,1.247
1546,ziemniaki;ser żółty,0.159,jabłka;chleb pełnoziarnisty,0.162,0.022,0.138,0.854
1547,ziemniaki;jabłka,0.160,ser żółty;chleb pełnoziarnisty,0.160,0.022,0.137,0.859
1548,ziemniaki;chleb pełnoziarnisty,0.164,jabłka;ser żółty,0.163,0.022,0.134,0.823
1549,jabłka;ser żółty,0.163,ziemniaki;chleb pełnoziarnisty,0.164,0.022,0.135,0.823
1550,ser żółty;chleb pełnoziarnisty,0.160,ziemniaki;jabłka,0.160,0.022,0.137,0.859
1551,jabłka;chleb pełnoziarnisty,0.162,ziemniaki;ser żółty,0.159,0.022,0.136,0.854
1552,ziemniaki;jabłka;ser żółty,0.065,chleb pełnoziarnisty,0.414,0.022,0.338,0.818
1553,ziemniaki;ser żółty;chleb pełnoziarnisty,0.059,jabłka,0.407,0.022,0.373,0.916
1554,ziemniaki;jabłka;chleb pełnoziarnisty,0.067,ser żółty,0.418,0.022,0.328,0.786
1555,jabłka;ser żółty;chleb pełnoziarnisty,0.059,ziemniaki,0.401,0.022,0.373,0.930
1556,ziemniaki;ryż brązowy,0.156,jogurt naturalny;banany,0.156,0.021,0.135,0.863
1557,ziemniaki;jogurt naturalny,0.165,ryż brązowy;banany,0.149,0.021,0.127,0.854
1558,ziemniaki;banany,0.146,ryż brązowy;jogurt naturalny,0.172,0.021,0.144,0.836
1559,ryż brązowy;jogurt naturalny,0.172,ziemniaki;banany,0.146,0.021,0.122,0.836
1560,ryż brązowy;banany,0.149,ziemniaki;jogurt naturalny,0.165,0.021,0.141,0.854
1561,jogurt naturalny;banany,0.156,ziemniaki;ryż brązowy,0.156,0.021,0.135,0.863
1562,ziemniaki;ryż brązowy;jogurt naturalny,0.056,banany,0.389,0.021,0.375,0.964
1563,ziemniaki;ryż brązowy;banany,0.056,jogurt naturalny,0.434,0.021,0.375,0.864
1564,ziemniaki;jogurt naturalny;banany,0.055,ryż brązowy,0.412,0.021,0.382,0.927
1565,ryż brązowy;jogurt naturalny;banany,0.057,ziemniaki,0.401,0.021,0.368,0.919
1566,ser żółty;jogurt naturalny,0.175,banany;mleko,0.165,0.027,0.154,0.935
1567,ser żółty;mleko,0.194,jogurt naturalny;banany,0.156,0.027,0.139,0.892
1568,ser żółty;banany,0.163,jogurt naturalny;mleko,0.184,0.027,0.166,0.900
1569,jogurt naturalny;mleko,0.184,ser żółty;banany,0.163,0.027,0.147,0.900
1570,jogurt naturalny;banany,0.156,ser żółty;mleko,0.194,0.027,0.173,0.892
1571,banany;mleko,0.165,ser żółty;jogurt naturalny,0.175,0.027,0.164,0.935
1572,ser żółty;jogurt naturalny;mleko,0.080,banany,0.389,0.027,0.337,0.868
1573,ser żółty;jogurt naturalny;banany,0.061,mleko,0.434,0.027,0.443,1.020
1574,ser żółty;mleko;banany,0.073,jogurt naturalny,0.434,0.027,0.370,0.852
1575,jogurt naturalny;mleko;banany,0.063,ser żółty,0.418,0.027,0.429,1.025
1576,ziemniaki;jabłka,0.160,jogurt naturalny;mleko,0.184,0.038,0.238,1.291
1577,ziemniaki;jogurt naturalny,0.165,jabłka;mleko,0.170,0.038,0.230,1.355
1578,ziemniaki;mleko,0.178,jabłka;jogurt naturalny,0.177,0.038,0.213,1.206
1579,jabłka;jogurt naturalny,0.177,ziemniaki;mleko,0.178,0.038,0.215,1.206
1580,jabłka;mleko,0.170,ziemniaki;jogurt naturalny,0.165,0.038,0.224,1.355
1581,jogurt naturalny;mleko,0.184,ziemniaki;jabłka,0.160,0.038,0.207,1.291
1582,ziemniaki;jabłka;jogurt naturalny,0.070,mleko,0.434,0.038,0.543,1.251
1583,ziemniaki;jabłka;mleko,0.077,jogurt naturalny,0.434,0.038,0.494,1.137
1584,ziemniaki;jogurt naturalny;mleko,0.075,jabłka,0.407,0.038,0.507,1.245
1585,jabłka;jogurt naturalny;mleko,0.079,ziemniaki,0.401,0.038,0.481,1.200
1586,ziemniaki;jabłka,0.160,ryż brązowy;ogórki,0.169,0.029,0.181,1.072
1587,ziemniaki;ryż brązowy,0.156,jabłka;ogórki,0.150,0.029,0.186,1.239
1588,ziemniaki;ogórki,0.153,jabłka;ryż brązowy,0.175,0.029,0.190,1.083
1589,jabłka;ryż brązowy,0.175,ziemniaki;ogórki,0.153,0.029,0.166,1.083
1590,jabłka;ogórki,0.150,ziemniaki;ryż brązowy,0.156,0.029,0.193,1.239
1591,ryż brązowy;ogórki,0.169,ziemniaki;jabłka,0.160,0.029,0.172,1.072
1592,ziemniaki;jabłka;ryż brązowy,0.062,ogórki,0.396,0.029,0.468,1.181
1593,ziemniaki;jabłka;ogórki,0.061,ryż brązowy,0.412,0.029,0.475,1.154
1594,ziemniaki;ryż brązowy;ogórki,0.074,jabłka,0.407,0.029,0.392,0.963
1595,jabłka;ryż brązowy;ogórki,0.060,ziemniaki,0.401,0.029,0.483,1.205
1596,ser żółty;jajka,0.176,jogurt naturalny;banany,0.156,0.026,0.148,0.947
1597,ser żółty;jogurt naturalny,0.175,jajka;banany,0.157,0.026,0.149,0.946
1598,ser żółty;banany,0.163,jajka;jogurt naturalny,0.180,0.026,0.160,0.886
1599,jajka;jogurt naturalny,0.180,ser żółty;banany,0.163,0.026,0.144,0.886
1600,jajka;banany,0.157,ser żółty;jogurt naturalny,0.175,0.026,0.166,0.946
1601,jogurt naturalny;banany,0.156,ser żółty;jajka,0.176,0.026,0.167,0.947
1602,ser żółty;jajka;jogurt naturalny,0.077,banany,0.389,0.026,0.338,0.868
1603,ser żółty;jajka;banany,0.068,jogurt naturalny,0.434,0.026,0.382,0.881
1604,ser żółty;jogurt naturalny;banany,0.061,jajka,0.432,0.026,0.426,0.987
1605,jajka;jogurt naturalny;banany,0.057,ser żółty,0.418,0.026,0.456,1.091
1606,ryż brązowy;chleb pełnoziarnisty,0.176,ogórki;mleko,0.162,0.028,0.159,0.982
1607,ryż brązowy;ogórki,0.169,chleb pełnoziarnisty;mleko,0.177,0.028,0.166,0.936
1608,ryż brązowy;mleko,0.181,chleb pełnoziarnisty;ogórki,0.163,0.028,0.155,0.949
1609,chleb pełnoziarnisty;ogórki,0.163,ryż brązowy;mleko,0.181,0.028,0.172,0.949
1610,chleb pełnoziarnisty;mleko,0.177,ryż brązowy;ogórki,0.169,0.028,0.158,0.936
1611,ogórki;mleko,0.162,ryż brązowy;chleb pełnoziarnisty,0.176,0.028,0.173,0.982
1612,ryż brązowy;chleb pełnoziarnisty;ogórki,0.073,mleko,0.434,0.028,0.384,0.884
1613,ryż brązowy;chleb pełnoziarnisty;mleko,0.078,ogórki,0.396,0.028,0.359,0.907
1614,ryż brązowy;ogórki;mleko,0.074,chleb pełnoziarnisty,0.414,0.028,0.378,0.914
1615,chleb pełnoziarnisty;ogórki;mleko,0.064,ryż brązowy,0.412,0.028,0.438,1.062
1616,jabłka;chleb pełnoziarnisty,0.162,jogurt naturalny;banany,0.156,0.025,0.154,0.989
1617,jabłka;jogurt naturalny,0.177,chleb pełnoziarnisty;banany,0.158,0.025,0.141,0.894
1618,jabłka;banany,0.160,chleb pełnoziarnisty;jogurt naturalny,0.169,0.025,0.156,0.925
1619,chleb pełnoziarnisty;jogurt naturalny,0.169,jabłka;banany,0.160,0.025,0.148,0.925
1620,chleb pełnoziarnisty;banany,0.158,jabłka;jogurt naturalny,0.177,0.025,0.158,0.894
1621,jogurt naturalny;banany,0.156,jabłka;chleb pełnoziarnisty,0.162,0.025,0.160,0.989
1622,jabłka;chleb pełnoziarnisty;jogurt naturalny,0.074,banany,0.389,0.025,0.338,0.868
1623,jabłka;chleb pełnoziarnisty;banany,0.063,jogurt naturalny,0.434,0.025,0.397,0.914
1624,jabłka;jogurt naturalny;banany,0.058,chleb pełnoziarnisty,0.414,0.025,0.431,1.041
1625,chleb pełnoziarnisty;jogurt naturalny;banany,0.059,jabłka,0.407,0.025,0.424,1.041
1626,jabłka;jajka,0.167,chleb pełnoziarnisty;banany,0.158,0.024,0.144,0.910
1627,jabłka;chleb pełnoziarnisty,0.162,jajka;banany,0.157,0.024,0.148,0.944
1628,jabłka;banany,0.160,jajka;chleb pełnoziarnisty,0.180,0.024,0.150,0.833
1629,jajka;chleb pełnoziarnisty,0.180,jabłka;banany,0.160,0.024,0.133,0.833
1630,jajka;banany,0.157,jabłka;chleb pełnoziarnisty,0.162,0.024,0.153,0.944
1631,chleb pełnoziarnisty;banany,0.158,jabłka;jajka,0.167,0.024,0.152,0.910
1632,jabłka;jajka;chleb pełnoziarnisty,0.059,banany,0.389,0.024,0.407,1.046
1633,jabłka;jajka;banany,0.056,chleb pełnoziarnisty,0.414,0.024,0.429,1.035
1634,jabłka;chleb pełnoziarnisty;banany,0.063,jajka,0.432,0.024,0.381,0.882
1635,jajka;chleb pełnoziarnisty;banany,0.067,jabłka,0.407,0.024,0.358,0.880
1636,ziemniaki;jogurt naturalny,0.165,banany;mleko,0.165,0.027,0.164,0.992
1637,ziemniaki;mleko,0.178,jogurt naturalny;banany,0.156,0.027,0.152,0.972
1638,ziemniaki;banany,0.146,jogurt naturalny;mleko,0.184,0.027,0.185,1.005
1639,jogurt naturalny;mleko,0.184,ziemniaki;banany,0.146,0.027,0.147,1.005
1640,jogurt naturalny;banany,0.156,ziemniaki;mleko,0.178,0.027,0.173,0.972
1641,banany;mleko,0.165,ziemniaki;jogurt naturalny,0.165,0.027,0.164,0.992
1642,ziemniaki;jogurt naturalny;mleko,0.075,banany,0.389,0.027,0.360,0.925
1643,ziemniaki;jogurt naturalny;banany,0.055,mleko,0.434,0.027,0.491,1.131
1644,ziemniaki;mleko;banany,0.061,jogurt naturalny,0.434,0.027,0.443,1.020
1645,jogurt naturalny;mleko;banany,0.063,ziemniaki,0.401,0.027,0.429,1.069
1646,ser żółty;ryż brązowy,0.171,chleb pełnoziarnisty;banany,0.158,0.026,0.152,0.962
1647,ser żółty;chleb pełnoziarnisty,0.160,ryż brązowy;banany,0.149,0.026,0.162,1.091
1648,ser żółty;banany,0.163,ryż brązowy;chleb pełnoziarnisty,0.176,0.026,0.160,0.906
1649,ryż brązowy;chleb pełnoziarnisty,0.176,ser żółty;banany,0.163,0.026,0.148,0.906
1650,ryż brązowy;banany,0.149,ser żółty;chleb pełnoziarnisty,0.160,0.026,0.174,1.091
1651,chleb pełnoziarnisty;banany,0.158,ser żółty;ryż brązowy,0.171,0.026,0.165,0.962
1652,ser żółty;ryż brązowy;chleb pełnoziarnisty,0.071,banany,0.389,0.026,0.366,0.941
1653,ser żółty;ryż brązowy;banany,0.061,chleb pełnoziarnisty,0.414,0.026,0.426,1.030
1654,ser żółty;chleb pełnoziarnisty;banany,0.061,ryż brązowy,0.412,0.026,0.426,1.035
1655,ryż brązowy;chleb pełnoziarnisty;banany,0.061,ser żółty,0.418,0.026,0.426,1.020
1656,jabłka;ser żółty,0.163,jajka;banany,0.157,0.022,0.135,0.860
1657,ser żółty;jajka,0.176,jabłka;banany,0.160,0.022,0.125,0.781
1658,ser żółty;banany,0.163,jabłka;jajka,0.167,0.022,0.135,0.808
1659,jabłka;jajka,0.167,ser żółty;banany,0.163,0.022,0.132,0.808
1660,jabłka;banany,0.160,ser żółty;jajka,0.176,0.022,0.137,0.781
1661,jajka;banany,0.157,jabłka;ser żółty,0.163,0.022,0.140,0.860
1662,jabłka;ser żółty;jajka,0.066,banany,0.389,0.022,0.333,0.857
1663,jabłka;ser żółty;banany,0.067,jajka,0.432,0.022,0.328,0.760
1664,ser żółty;jajka;banany,0.068,jabłka,0.407,0.022,0.324,0.795
1665,jabłka;jajka;banany,0.056,ser żółty,0.418,0.022,0.393,0.940
1666,jabłka;ryż brązowy,0.175,chleb pełnoziarnisty;mleko,0.177,0.035,0.200,1.130
1667,jabłka;chleb pełnoziarnisty,0.162,ryż brązowy;mleko,0.181,0.035,0.216,1.194
1668,jabłka;mleko,0.170,ryż brązowy;chleb pełnoziarnisty,0.176,0.035,0.206,1.170
1669,ryż brązowy;chleb pełnoziarnisty,0.176,jabłka;mleko,0.170,0.035,0.199,1.170
1670,ryż brązowy;mleko,0.181,jabłka;chleb pełnoziarnisty,0.162,0.035,0.193,1.194
1671,chleb pełnoziarnisty;mleko,0.177,jabłka;ryż brązowy,0.175,0.035,0.198,1.130
1672,jabłka;ryż brązowy;chleb pełnoziarnisty,0.079,mleko,0.434,0.035,0.443,1.021
1673,jabłka;ryż brązowy;mleko,0.070,chleb pełnoziarnisty,0.414,0.035,0.500,1.208
1674,jabłka;chleb pełnoziarnisty;mleko,0.075,ryż brązowy,0.412,0.035,0.467,1.133
1675,ryż brązowy;chleb pełnoziarnisty;mleko,0.078,jabłka,0.407,0.035,0.449,1.103
1676,jabłka;ser żółty,0.163,ryż brązowy;mleko,0.181,0.029,0.178,0.983
1677,ser żółty;ryż brązowy,0.171,jabłka;mleko,0.170,0.029,0.170,0.998
1678,ser żółty;mleko,0.194,jabłka;ryż brązowy,0.175,0.029,0.149,0.854
1679,jabłka;ryż brązowy,0.175,ser żółty;mleko,0.194,0.029,0.166,0.854
1680,jabłka;mleko,0.170,ser żółty;ryż brązowy,0.171,0.029,0.171,0.998
1681,ryż brązowy;mleko,0.181,jabłka;ser żółty,0.163,0.029,0.160,0.983
1682,jabłka;ser żółty;ryż brązowy,0.068,mleko,0.434,0.029,0.426,0.983
1683,jabłka;ser żółty;mleko,0.078,ryż brązowy,0.412,0.029,0.372,0.902
1684,ser żółty;ryż brązowy;mleko,0.076,jabłka,0.407,0.029,0.382,0.938
1685,jabłka;ryż brązowy;mleko,0.070,ser żółty,0.418,0.029,0.414,0.991
1686,ziemniaki;ser żółty,0.159,jajka;ogórki,0.155,0.025,0.157,1.014
1687,ziemniaki;jajka,0.177,ser żółty;ogórki,0.172,0.025,0.141,0.821
1688,ziemniaki;ogórki,0.153,ser żółty;jajka,0.176,0.025,0.163,0.928
1689,ser żółty;jajka,0.176,ziemniaki;ogórki,0.153,0.025,0.142,0.928
1690,ser żółty;ogórki,0.172,ziemniaki;jajka,0.177,0.025,0.145,0.821
1691,jajka;ogórki,0.155,ziemniaki;ser żółty,0.159,0.025,0.161,1.014
1692,ziemniaki;ser żółty;jajka,0.064,ogórki,0.396,0.025,0.391,0.986
1693,ziemniaki;ser żółty;ogórki,0.067,jajka,0.432,0.025,0.373,0.864
1694,ziemniaki;jajka;ogórki,0.062,ser żółty,0.418,0.025,0.403,0.965
1695,ser żółty;jajka;ogórki,0.064,ziemniaki,0.401,0.025,0.391,0.974
1696,ser żółty;ryż brązowy,0.171,chleb pełnoziarnisty;jogurt naturalny,0.169,0.026,0.152,0.900
1697,ser żółty;chleb pełnoziarnisty,0.160,ryż brązowy;jogurt naturalny,0.172,0.026,0.162,0.945
1698,ser żółty;jogurt naturalny,0.175,ryż brązowy;chleb pełnoziarnisty,0.176,0.026,0.149,0.844
1699,ryż brązowy;chleb pełnoziarnisty,0.176,ser żółty;jogurt naturalny,0.175,0.026,0.148,0.844
1700,ryż brązowy;jogurt naturalny,0.172,ser żółty;chleb pełnoziarnisty,0.160,0.026,0.151,0.945
1701,chleb pełnoziarnisty;jogurt naturalny,0.169,ser żółty;ryż brązowy,0.171,0.026,0.154,0.900
1702,ser żółty;ryż brązowy;chleb pełnoziarnisty,0.071,jogurt naturalny,0.434,0.026,0.366,0.844
1703,ser żółty;ryż brązowy;jogurt naturalny,0.069,chleb pełnoziarnisty,0.414,0.026,0.377,0.910
1704,ser żółty;chleb pełnoziarnisty;jogurt naturalny,0.061,ryż brązowy,0.412,0.026,0.426,1.035
1705,ryż brązowy;chleb pełnoziarnisty;jogurt naturalny,0.071,ser żółty,0.418,0.026,0.366,0.876
1706,jajka;ryż brązowy,0.171,ogórki;mleko,0.162,0.028,0.164,1.011
1707,jajka;ogórki,0.155,ryż brązowy;mleko,0.181,0.028,0.181,0.998
1708,jajka;mleko,0.171,ryż brązowy;ogórki,0.169,0.028,0.164,0.969
1709,ryż brązowy;ogórki,0.169,jajka;mleko,0.171,0.028,0.166,0.969
1710,ryż brązowy;mleko,0.181,jajka;ogórki,0.155,0.028,0.155,0.998
1711,ogórki;mleko,0.162,jajka;ryż brązowy,0.171,0.028,0.173,1.011
1712,jajka;ryż brązowy;ogórki,0.065,mleko,0.434,0.028,0.431,0.993
1713,jajka;ryż brązowy;mleko,0.072,ogórki,0.396,0.028,0.389,0.982
1714,jajka;ogórki;mleko,0.054,ryż brązowy,0.412,0.028,0.519,1.259
1715,ryż brązowy;ogórki;mleko,0.074,jajka,0.432,0.028,0.378,0.876
1716,jajka;chleb pełnoziarnisty,0.180,ogórki;mleko,0.162,0.023,0.128,0.789
1717,jajka;ogórki,0.155,chleb pełnoziarnisty;mleko,0.177,0.023,0.148,0.838
1718,jajka;mleko,0.171,chleb pełnoziarnisty;ogórki,0.163,0.023,0.135,0.825
1719,chleb pełnoziarnisty;ogórki,0.163,jajka;mleko,0.171,0.023,0.141,0.825
1720,chleb pełnoziarnisty;mleko,0.177,jajka;ogórki,0.155,0.023,0.130,0.838
1721,ogórki;mleko,0.162,jajka;chleb pełnoziarnisty,0.180,0.023,0.142,0.789
1722,jajka;chleb pełnoziarnisty;ogórki,0.066,mleko,0.434,0.023,0.348,0.803
1723,jajka;chleb pełnoziarnisty;mleko,0.071,ogórki,0.396,0.023,0.324,0.818
1724,jajka;ogórki;mleko,0.054,chleb pełnoziarnisty,0.414,0.023,0.426,1.029
1725,chleb pełnoziarnisty;ogórki;mleko,0.064,jajka,0.432,0.023,0.359,0.832
1726,ziemniaki;jabłka,0.160,jajka;ryż brązowy,0.171,0.023,0.144,0.841
1727,ziemniaki;jajka,0.177,jabłka;ryż brązowy,0.175,0.023,0.130,0.743
1728,ziemniaki;ryż brązowy,0.156,jabłka;jajka,0.167,0.023,0.147,0.883
1729,jabłka;jajka,0.167,ziemniaki;ryż brązowy,0.156,0.023,0.138,0.883
1730,jabłka;ryż brązowy,0.175,ziemniaki;jajka,0.177,0.023,0.131,0.743
1731,jajka;ryż brązowy,0.171,ziemniaki;jabłka,0.160,0.023,0.135,0.841
1732,ziemniaki;jabłka;jajka,0.065,ryż brązowy,0.412,0.023,0.354,0.859
1733,ziemniaki;jabłka;ryż brązowy,0.062,jajka,0.432,0.023,0.371,0.859
1734,ziemniaki;jajka;ryż brązowy,0.071,jabłka,0.407,0.023,0.324,0.796
1735,jabłka;jajka;ryż brązowy,0.068,ziemniaki,0.401,0.023,0.338,0.843
1736,ser żółty;jajka,0.176,ryż brązowy;mleko,0.181,0.031,0.176,0.973
1737,ser żółty;ryż brązowy,0.171,jajka;mleko,0.171,0.031,0.181,1.060
1738,ser żółty;mleko,0.194,jajka;ryż brązowy,0.171,0.031,0.160,0.934
1739,jajka;ryż brązowy,0.171,ser żółty;mleko,0.194,0.031,0.181,0.934
1740,jajka;mleko,0.171,ser żółty;ryż brązowy,0.171,0.031,0.181,1.060
1741,ryż brązowy;mleko,0.181,ser żółty;jajka,0.176,0.031,0.171,0.973
1742,ser żółty;jajka;ryż brązowy,0.076,mleko,0.434,0.031,0.408,0.940
1743,ser żółty;jajka;mleko,0.070,ryż brązowy,0.412,0.031,0.443,1.075
1744,ser żółty;ryż brązowy;mleko,0.076,jajka,0.432,0.031,0.408,0.944
1745,jajka;ryż brązowy;mleko,0.072,ser żółty,0.418,0.031,0.431,1.030
1746,ser żółty;ryż brązowy,0.171,banany;mleko,0.165,0.028,0.164,0.992
1747,ser żółty;mleko,0.194,ryż brązowy;banany,0.149,0.028,0.144,0.969
1748,ser żółty;banany,0.163,ryż brązowy;mleko,0.181,0.028,0.172,0.949
1749,ryż brązowy;mleko,0.181,ser żółty;banany,0.163,0.028,0.155,0.949
1750,ryż brązowy;banany,0.149,ser żółty;mleko,0.194,0.028,0.188,0.969
1751,banany;mleko,0.165,ser żółty;ryż brązowy,0.171,0.028,0.170,0.992
1752,ser żółty;ryż brązowy;mleko,0.076,banany,0.389,0.028,0.368,0.947
1753,ser żółty;ryż brązowy;banany,0.061,mleko,0.434,0.028,0.459,1.058
1754,ser żółty;mleko;banany,0.073,ryż brązowy,0.412,0.028,0.384,0.931
1755,ryż brązowy;mleko;banany,0.063,ser żółty,0.418,0.028,0.444,1.063
1756,jabłka;jajka,0.167,jogurt naturalny;mleko,0.184,0.030,0.180,0.976
1757,jabłka;jogurt naturalny,0.177,jajka;mleko,0.171,0.030,0.169,0.991
1758,jabłka;mleko,0.170,jajka;jogurt naturalny,0.180,0.030,0.176,0.980
1759,jajka;jogurt naturalny,0.180,jabłka;mleko,0.170,0.030,0.167,0.980
1760,jajka;mleko,0.171,jabłka;jogurt naturalny,0.177,0.030,0.175,0.991
