id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
9752,płatki owsiane;mleko,0.079,jajka;chleb pełnoziarnisty,0.180,0.011,0.139,0.774
9753,jajka;chleb pełnoziarnisty,0.180,płatki owsiane;mleko,0.079,0.011,0.061,0.774
9754,jajka;mleko,0.171,płatki owsiane;chleb pełnoziarnisty,0.073,0.011,0.064,0.881
9755,chleb pełnoziarnisty;mleko,0.177,płatki owsiane;jajka,0.080,0.011,0.062,0.777
9756,płatki owsiane;jajka;chleb pełnoziarnisty,0.031,mleko,0.434,0.011,0.355,0.818
9757,płatki owsiane;jajka;mleko,0.025,chleb pełnoziarnisty,0.414,0.011,0.440,1.063
9758,płatki owsiane;chleb pełnoziarnisty;mleko,0.029,jajka,0.432,0.011,0.379,0.878
9759,jajka;chleb pełnoziarnisty;mleko,0.071,płatki owsiane,0.210,0.011,0.155,0.738
9760,ziemniaki;oliwa z oliwek,0.071,ser żółty;ogórki,0.172,0.006,0.085,0.491
9761,ziemniaki;ser żółty,0.159,oliwa z oliwek;ogórki,0.063,0.006,0.038,0.599
9762,ziemniaki;ogórki,0.153,oliwa z oliwek;ser żółty,0.075,0.006,0.039,0.523
9763,oliwa z oliwek;ser żółty,0.075,ziemniaki;ogórki,0.153,0.006,0.080,0.523
9764,oliwa z oliwek;ogórki,0.063,ziemniaki;ser żółty,0.159,0.006,0.095,0.599
9765,ser żółty;ogórki,0.172,ziemniaki;oliwa z oliwek,0.071,0.006,0.035,0.491
9766,ziemniaki;oliwa z oliwek;ser żółty,0.028,ogórki,0.396,0.006,0.214,0.541
9767,ziemniaki;oliwa z oliwek;ogórki,0.018,ser żółty,0.418,0.006,0.333,0.797
9768,ziemniaki;ser żółty;ogórki,0.067,oliwa z oliwek,0.196,0.006,0.090,0.457
9769,oliwa z oliwek;ser żółty;ogórki,0.024,ziemniaki,0.401,0.006,0.250,0.623
9770,oliwa z oliwek;chleb pełnoziarnisty,0.075,jogurt naturalny;makaron pełnoziarnisty,0.057,0.005,0.067,1.170
9771,oliwa z oliwek;jogurt naturalny,0.085,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,0.005,0.059,0.840
9772,oliwa z oliwek;makaron pełnoziarnisty,0.036,chleb pełnoziarnisty;jogurt naturalny,0.169,0.005,0.139,0.822
9773,chleb pełnoziarnisty;jogurt naturalny,0.169,oliwa z oliwek;makaron pełnoziarnisty,0.036,0.005,0.030,0.822
9774,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,oliwa z oliwek;jogurt naturalny,0.085,0.005,0.071,0.840
9775,jogurt naturalny;makaron pełnoziarnisty,0.057,oliwa z oliwek;chleb pełnoziarnisty,0.075,0.005,0.088,1.170
9776,oliwa z oliwek;chleb pełnoziarnisty;jogurt naturalny,0.026,makaron pełnoziarnisty,0.183,0.005,0.192,1.051
9777,oliwa z oliwek;chleb pełnoziarnisty;makaron pełnoziarnisty,0.012,jogurt naturalny,0.434,0.005,0.417,0.960
9778,oliwa z oliwek;jogurt naturalny;makaron pełnoziarnisty,0.013,chleb pełnoziarnisty,0.414,0.005,0.385,0.929
9779,chleb pełnoziarnisty;jogurt naturalny;makaron pełnoziarnisty,0.025,oliwa z oliwek,0.196,0.005,0.200,1.020
9780,pomidory;ogórki,0.068,jogurt naturalny;banany,0.156,0.011,0.162,1.037
9781,pomidory;jogurt naturalny,0.074,ogórki;banany,0.156,0.011,0.149,0.953
9782,pomidory;banany,0.066,jogurt naturalny;ogórki,0.162,0.011,0.167,1.029
9783,jogurt naturalny;ogórki,0.162,pomidory;banany,0.066,0.011,0.068,1.029
9784,ogórki;banany,0.156,pomidory;jogurt naturalny,0.074,0.011,0.071,0.953
9785,jogurt naturalny;banany,0.156,pomidory;ogórki,0.068,0.011,0.071,1.037
9786,pomidory;jogurt naturalny;ogórki,0.021,banany,0.389,0.011,0.524,1.347
9787,pomidory;ogórki;banany,0.026,jogurt naturalny,0.434,0.011,0.423,0.975
9788,pomidory;jogurt naturalny;banany,0.024,ogórki,0.396,0.011,0.458,1.157
9789,jogurt naturalny;ogórki;banany,0.062,pomidory,0.196,0.011,0.177,0.905
9790,ziemniaki;oliwa z oliwek,0.071,jogurt naturalny;mleko,0.184,0.009,0.127,0.689
9791,ziemniaki;jogurt naturalny,0.165,oliwa z oliwek;mleko,0.075,0.009,0.055,0.727
9792,ziemniaki;mleko,0.178,oliwa z oliwek;jogurt naturalny,0.085,0.009,0.051,0.595
9793,oliwa z oliwek;jogurt naturalny,0.085,ziemniaki;mleko,0.178,0.009,0.106,0.595
9794,oliwa z oliwek;mleko,0.075,ziemniaki;jogurt naturalny,0.165,0.009,0.120,0.727
9795,jogurt naturalny;mleko,0.184,ziemniaki;oliwa z oliwek,0.071,0.009,0.049,0.689
9796,ziemniaki;oliwa z oliwek;jogurt naturalny,0.030,mleko,0.434,0.009,0.300,0.691
9797,ziemniaki;oliwa z oliwek;mleko,0.025,jogurt naturalny,0.434,0.009,0.360,0.829
9798,ziemniaki;jogurt naturalny;mleko,0.075,oliwa z oliwek,0.196,0.009,0.120,0.612
9799,oliwa z oliwek;jogurt naturalny;mleko,0.033,ziemniaki,0.401,0.009,0.273,0.680
9800,oliwa z oliwek;ser żółty,0.075,jajka;ogórki,0.155,0.007,0.093,0.602
9801,oliwa z oliwek;jajka,0.071,ser żółty;ogórki,0.172,0.007,0.099,0.573
9802,oliwa z oliwek;ogórki,0.063,ser żółty;jajka,0.176,0.007,0.111,0.631
9803,ser żółty;jajka,0.176,oliwa z oliwek;ogórki,0.063,0.007,0.040,0.631
9804,ser żółty;ogórki,0.172,oliwa z oliwek;jajka,0.071,0.007,0.041,0.573
9805,jajka;ogórki,0.155,oliwa z oliwek;ser żółty,0.075,0.007,0.045,0.602
9806,oliwa z oliwek;ser żółty;jajka,0.024,ogórki,0.396,0.007,0.292,0.737
9807,oliwa z oliwek;ser żółty;ogórki,0.024,jajka,0.432,0.007,0.292,0.675
9808,oliwa z oliwek;jajka;ogórki,0.019,ser żółty,0.418,0.007,0.368,0.881
9809,ser żółty;jajka;ogórki,0.064,oliwa z oliwek,0.196,0.007,0.109,0.558
9810,oliwa z oliwek;jabłka,0.066,banany;kurczak,0.066,0.008,0.121,1.837
9811,oliwa z oliwek;banany,0.069,jabłka;kurczak,0.066,0.008,0.116,1.757
9812,oliwa z oliwek;kurczak,0.047,jabłka;banany,0.160,0.008,0.170,1.064
9813,jabłka;banany,0.160,oliwa z oliwek;kurczak,0.047,0.008,0.050,1.064
9814,jabłka;kurczak,0.066,oliwa z oliwek;banany,0.069,0.008,0.121,1.757
9815,banany;kurczak,0.066,oliwa z oliwek;jabłka,0.066,0.008,0.121,1.837
9816,oliwa z oliwek;jabłka;banany,0.027,kurczak,0.192,0.008,0.296,1.543
9817,oliwa z oliwek;jabłka;kurczak,0.018,banany,0.389,0.008,0.444,1.143
9818,oliwa z oliwek;banany;kurczak,0.015,jabłka,0.407,0.008,0.533,1.310
9819,jabłka;banany;kurczak,0.024,oliwa z oliwek,0.196,0.008,0.333,1.701
9820,pomidory;ser żółty,0.065,ryż brązowy;mleko,0.181,0.008,0.123,0.680
9821,pomidory;ryż brązowy,0.063,ser żółty;mleko,0.194,0.008,0.127,0.655
9822,pomidory;mleko,0.082,ser żółty;ryż brązowy,0.171,0.008,0.098,0.571
9823,ser żółty;ryż brązowy,0.171,pomidory;mleko,0.082,0.008,0.047,0.571
9824,ser żółty;mleko,0.194,pomidory;ryż brązowy,0.063,0.008,0.041,0.655
9825,ryż brązowy;mleko,0.181,pomidory;ser żółty,0.065,0.008,0.044,0.680
9826,pomidory;ser żółty;ryż brązowy,0.019,mleko,0.434,0.008,0.421,0.970
9827,pomidory;ser żółty;mleko,0.031,ryż brązowy,0.412,0.008,0.258,0.626
9828,pomidory;ryż brązowy;mleko,0.031,ser żółty,0.418,0.008,0.258,0.617
9829,ser żółty;ryż brązowy;mleko,0.076,pomidory,0.196,0.008,0.105,0.537
9830,pomidory;jabłka,0.057,chleb pełnoziarnisty;jogurt naturalny,0.169,0.009,0.158,0.934
9831,pomidory;chleb pełnoziarnisty,0.076,jabłka;jogurt naturalny,0.177,0.009,0.118,0.669
9832,pomidory;jogurt naturalny,0.074,jabłka;chleb pełnoziarnisty,0.162,0.009,0.122,0.751
9833,jabłka;chleb pełnoziarnisty,0.162,pomidory;jogurt naturalny,0.074,0.009,0.056,0.751
9834,jabłka;jogurt naturalny,0.177,pomidory;chleb pełnoziarnisty,0.076,0.009,0.051,0.669
9835,chleb pełnoziarnisty;jogurt naturalny,0.169,pomidory;jabłka,0.057,0.009,0.053,0.934
9836,pomidory;jabłka;chleb pełnoziarnisty,0.018,jogurt naturalny,0.434,0.009,0.500,1.152
9837,pomidory;jabłka;jogurt naturalny,0.025,chleb pełnoziarnisty,0.414,0.009,0.360,0.870
9838,pomidory;chleb pełnoziarnisty;jogurt naturalny,0.023,jabłka,0.407,0.009,0.391,0.961
9839,jabłka;chleb pełnoziarnisty;jogurt naturalny,0.074,pomidory,0.196,0.009,0.122,0.621
9840,oliwa z oliwek;jajka,0.071,chleb pełnoziarnisty;ogórki,0.163,0.008,0.113,0.691
9841,oliwa z oliwek;chleb pełnoziarnisty,0.075,jajka;ogórki,0.155,0.008,0.107,0.688
9842,oliwa z oliwek;ogórki,0.063,jajka;chleb pełnoziarnisty,0.180,0.008,0.127,0.705
9843,jajka;chleb pełnoziarnisty,0.180,oliwa z oliwek;ogórki,0.063,0.008,0.044,0.705
9844,jajka;ogórki,0.155,oliwa z oliwek;chleb pełnoziarnisty,0.075,0.008,0.052,0.688
9845,chleb pełnoziarnisty;ogórki,0.163,oliwa z oliwek;jajka,0.071,0.008,0.049,0.691
9846,oliwa z oliwek;jajka;chleb pełnoziarnisty,0.028,ogórki,0.396,0.008,0.286,0.722
9847,oliwa z oliwek;jajka;ogórki,0.019,chleb pełnoziarnisty,0.414,0.008,0.421,1.017
9848,oliwa z oliwek;chleb pełnoziarnisty;ogórki,0.024,jajka,0.432,0.008,0.333,0.772
9849,jajka;chleb pełnoziarnisty;ogórki,0.066,oliwa z oliwek,0.196,0.008,0.121,0.618
9850,pomidory;ser żółty,0.065,jajka;banany,0.157,0.006,0.092,0.588
9851,pomidory;jajka,0.070,ser żółty;banany,0.163,0.006,0.086,0.526
9852,pomidory;banany,0.066,ser żółty;jajka,0.176,0.006,0.091,0.517
9853,ser żółty;jajka,0.176,pomidory;banany,0.066,0.006,0.034,0.517
9854,ser żółty;banany,0.163,pomidory;jajka,0.070,0.006,0.037,0.526
9855,jajka;banany,0.157,pomidory;ser żółty,0.065,0.006,0.038,0.588
9856,pomidory;ser żółty;jajka,0.020,banany,0.389,0.006,0.300,0.771
9857,pomidory;ser żółty;banany,0.020,jajka,0.432,0.006,0.300,0.694
9858,pomidory;jajka;banany,0.020,ser żółty,0.418,0.006,0.300,0.718
9859,ser żółty;jajka;banany,0.068,pomidory,0.196,0.006,0.088,0.450
9860,oliwa z oliwek;jabłka,0.066,ogórki;banany,0.156,0.008,0.121,0.777
9861,oliwa z oliwek;ogórki,0.063,jabłka;banany,0.160,0.008,0.127,0.794
9862,oliwa z oliwek;banany,0.069,jabłka;ogórki,0.150,0.008,0.116,0.773
9863,jabłka;ogórki,0.150,oliwa z oliwek;banany,0.069,0.008,0.053,0.773
9864,jabłka;banany,0.160,oliwa z oliwek;ogórki,0.063,0.008,0.050,0.794
9865,ogórki;banany,0.156,oliwa z oliwek;jabłka,0.066,0.008,0.051,0.777
9866,oliwa z oliwek;jabłka;ogórki,0.021,banany,0.389,0.008,0.381,0.979
9867,oliwa z oliwek;jabłka;banany,0.027,ogórki,0.396,0.008,0.296,0.748
9868,oliwa z oliwek;ogórki;banany,0.015,jabłka,0.407,0.008,0.533,1.310
9869,jabłka;ogórki;banany,0.065,oliwa z oliwek,0.196,0.008,0.123,0.628
9870,oliwa z oliwek;ryż brązowy,0.070,banany;makaron pełnoziarnisty,0.057,0.005,0.071,1.253
9871,oliwa z oliwek;banany,0.069,ryż brązowy;makaron pełnoziarnisty,0.067,0.005,0.072,1.082
9872,oliwa z oliwek;makaron pełnoziarnisty,0.036,ryż brązowy;banany,0.149,0.005,0.139,0.932
9873,ryż brązowy;banany,0.149,oliwa z oliwek;makaron pełnoziarnisty,0.036,0.005,0.034,0.932
9874,ryż brązowy;makaron pełnoziarnisty,0.067,oliwa z oliwek;banany,0.069,0.005,0.075,1.082
9875,banany;makaron pełnoziarnisty,0.057,oliwa z oliwek;ryż brązowy,0.070,0.005,0.088,1.253
9876,oliwa z oliwek;ryż brązowy;banany,0.026,makaron pełnoziarnisty,0.183,0.005,0.192,1.051
9877,oliwa z oliwek;ryż brązowy;makaron pełnoziarnisty,0.010,banany,0.389,0.005,0.500,1.285
9878,oliwa z oliwek;banany;makaron pełnoziarnisty,0.013,ryż brązowy,0.412,0.005,0.385,0.934
9879,ryż brązowy;banany;makaron pełnoziarnisty,0.020,oliwa z oliwek,0.196,0.005,0.250,1.276
9880,jajka;chleb pełnoziarnisty,0.180,mleko;makaron pełnoziarnisty,0.071,0.007,0.039,0.548
9881,jajka;mleko,0.171,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,0.007,0.041,0.585
9882,jajka;makaron pełnoziarnisty,0.067,chleb pełnoziarnisty;mleko,0.177,0.007,0.104,0.590
9883,chleb pełnoziarnisty;mleko,0.177,jajka;makaron pełnoziarnisty,0.067,0.007,0.040,0.590
9884,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,jajka;mleko,0.171,0.007,0.100,0.585
9885,mleko;makaron pełnoziarnisty,0.071,jajka;chleb pełnoziarnisty,0.180,0.007,0.099,0.548
9886,jajka;chleb pełnoziarnisty;mleko,0.071,makaron pełnoziarnisty,0.183,0.007,0.099,0.539
9887,jajka;chleb pełnoziarnisty;makaron pełnoziarnisty,0.027,mleko,0.434,0.007,0.259,0.597
9888,jajka;mleko;makaron pełnoziarnisty,0.022,chleb pełnoziarnisty,0.414,0.007,0.318,0.769
9889,chleb pełnoziarnisty;mleko;makaron pełnoziarnisty,0.026,jajka,0.432,0.007,0.269,0.623
9890,ziemniaki;ser żółty,0.159,jabłka;kurczak,0.066,0.005,0.031,0.476
9891,ziemniaki;jabłka,0.160,ser żółty;kurczak,0.065,0.005,0.031,0.481
9892,ziemniaki;kurczak,0.065,jabłka;ser żółty,0.163,0.005,0.077,0.472
9893,jabłka;ser żółty,0.163,ziemniaki;kurczak,0.065,0.005,0.031,0.472
9894,ser żółty;kurczak,0.065,ziemniaki;jabłka,0.160,0.005,0.077,0.481
9895,jabłka;kurczak,0.066,ziemniaki;ser żółty,0.159,0.005,0.076,0.476
9896,ziemniaki;jabłka;ser żółty,0.065,kurczak,0.192,0.005,0.077,0.401
9897,ziemniaki;ser żółty;kurczak,0.023,jabłka,0.407,0.005,0.217,0.534
9898,ziemniaki;jabłka;kurczak,0.020,ser żółty,0.418,0.005,0.250,0.598
9899,jabłka;ser żółty;kurczak,0.017,ziemniaki,0.401,0.005,0.294,0.733
9900,jajka;ryż brązowy,0.171,ogórki;makaron pełnoziarnisty,0.070,0.007,0.041,0.585
9901,jajka;ogórki,0.155,ryż brązowy;makaron pełnoziarnisty,0.067,0.007,0.045,0.674
9902,jajka;makaron pełnoziarnisty,0.067,ryż brązowy;ogórki,0.169,0.007,0.104,0.618
9903,ryż brązowy;ogórki,0.169,jajka;makaron pełnoziarnisty,0.067,0.007,0.041,0.618
9904,ryż brązowy;makaron pełnoziarnisty,0.067,jajka;ogórki,0.155,0.007,0.104,0.674
9905,ogórki;makaron pełnoziarnisty,0.070,jajka;ryż brązowy,0.171,0.007,0.100,0.585
9906,jajka;ryż brązowy;ogórki,0.065,makaron pełnoziarnisty,0.183,0.007,0.108,0.588
9907,jajka;ryż brązowy;makaron pełnoziarnisty,0.026,ogórki,0.396,0.007,0.269,0.680
9908,jajka;ogórki;makaron pełnoziarnisty,0.023,ryż brązowy,0.412,0.007,0.304,0.739
9909,ryż brązowy;ogórki;makaron pełnoziarnisty,0.024,jajka,0.432,0.007,0.292,0.675
9910,ser żółty;jajka,0.176,ryż brązowy;ogórki,0.169,0.030,0.170,1.009
9911,ser żółty;ryż brązowy,0.171,jajka;ogórki,0.155,0.030,0.175,1.132
9912,ser żółty;ogórki,0.172,jajka;ryż brązowy,0.171,0.030,0.174,1.020
9913,jajka;ryż brązowy,0.171,ser żółty;ogórki,0.172,0.030,0.175,1.020
9914,jajka;ogórki,0.155,ser żółty;ryż brązowy,0.171,0.030,0.194,1.132
9915,ryż brązowy;ogórki,0.169,ser żółty;jajka,0.176,0.030,0.178,1.009
9916,ser żółty;jajka;ryż brązowy,0.076,ogórki,0.396,0.030,0.395,0.997
9917,ser żółty;jajka;ogórki,0.064,ryż brązowy,0.412,0.030,0.469,1.138
9918,ser żółty;ryż brązowy;ogórki,0.079,jajka,0.432,0.030,0.380,0.879
9919,jajka;ryż brązowy;ogórki,0.065,ser żółty,0.418,0.030,0.462,1.104
9920,jabłka;chleb pełnoziarnisty,0.162,banany;mleko,0.165,0.029,0.179,1.085
9921,jabłka;mleko,0.170,chleb pełnoziarnisty;banany,0.158,0.029,0.171,1.080
9922,jabłka;banany,0.160,chleb pełnoziarnisty;mleko,0.177,0.029,0.181,1.024
9923,chleb pełnoziarnisty;mleko,0.177,jabłka;banany,0.160,0.029,0.164,1.024
9924,chleb pełnoziarnisty;banany,0.158,jabłka;mleko,0.170,0.029,0.184,1.080
9925,banany;mleko,0.165,jabłka;chleb pełnoziarnisty,0.162,0.029,0.176,1.085
9926,jabłka;chleb pełnoziarnisty;mleko,0.075,banany,0.389,0.029,0.387,0.994
9927,jabłka;chleb pełnoziarnisty;banany,0.063,mleko,0.434,0.029,0.460,1.061
9928,jabłka;mleko;banany,0.065,chleb pełnoziarnisty,0.414,0.029,0.446,1.078
9929,chleb pełnoziarnisty;mleko;banany,0.070,jabłka,0.407,0.029,0.414,1.018
9930,płatki owsiane;chleb pełnoziarnisty,0.073,banany;mleko,0.165,0.012,0.164,0.996
9931,płatki owsiane;mleko,0.079,chleb pełnoziarnisty;banany,0.158,0.012,0.152,0.961
9932,płatki owsiane;banany,0.067,chleb pełnoziarnisty;mleko,0.177,0.012,0.179,1.012
9933,chleb pełnoziarnisty;mleko,0.177,płatki owsiane;banany,0.067,0.012,0.068,1.012
9934,chleb pełnoziarnisty;banany,0.158,płatki owsiane;mleko,0.079,0.012,0.076,0.961
9935,banany;mleko,0.165,płatki owsiane;chleb pełnoziarnisty,0.073,0.012,0.073,0.996
9936,płatki owsiane;chleb pełnoziarnisty;mleko,0.029,banany,0.389,0.012,0.414,1.064
9937,płatki owsiane;chleb pełnoziarnisty;banany,0.030,mleko,0.434,0.012,0.400,0.922
9938,płatki owsiane;mleko;banany,0.022,chleb pełnoziarnisty,0.414,0.012,0.545,1.318
9939,chleb pełnoziarnisty;mleko;banany,0.070,płatki owsiane,0.210,0.012,0.171,0.816
9940,chleb pełnoziarnisty;jogurt naturalny,0.169,banany;mleko,0.165,0.026,0.154,0.932
9941,chleb pełnoziarnisty;mleko,0.177,jogurt naturalny;banany,0.156,0.026,0.147,0.942
9942,chleb pełnoziarnisty;banany,0.158,jogurt naturalny;mleko,0.184,0.026,0.165,0.894
9943,jogurt naturalny;mleko,0.184,chleb pełnoziarnisty;banany,0.158,0.026,0.141,0.894
9944,jogurt naturalny;banany,0.156,chleb pełnoziarnisty;mleko,0.177,0.026,0.167,0.942
9945,banany;mleko,0.165,chleb pełnoziarnisty;jogurt naturalny,0.169,0.026,0.158,0.932
9946,chleb pełnoziarnisty;jogurt naturalny;mleko,0.074,banany,0.389,0.026,0.351,0.903
9947,chleb pełnoziarnisty;jogurt naturalny;banany,0.059,mleko,0.434,0.026,0.441,1.015
9948,chleb pełnoziarnisty;mleko;banany,0.070,jogurt naturalny,0.434,0.026,0.371,0.856
9949,jogurt naturalny;mleko;banany,0.063,chleb pełnoziarnisty,0.414,0.026,0.413,0.997
9950,jabłka;ser żółty,0.163,jajka;mleko,0.171,0.024,0.147,0.861
9951,ser żółty;jajka,0.176,jabłka;mleko,0.170,0.024,0.136,0.802
9952,ser żółty;mleko,0.194,jabłka;jajka,0.167,0.024,0.124,0.741
9953,jabłka;jajka,0.167,ser żółty;mleko,0.194,0.024,0.144,0.741
9954,jabłka;mleko,0.170,ser żółty;jajka,0.176,0.024,0.141,0.802
9955,jajka;mleko,0.171,jabłka;ser żółty,0.163,0.024,0.140,0.861
9956,jabłka;ser żółty;jajka,0.066,mleko,0.434,0.024,0.364,0.838
9957,jabłka;ser żółty;mleko,0.078,jajka,0.432,0.024,0.308,0.712
9958,ser żółty;jajka;mleko,0.070,jabłka,0.407,0.024,0.343,0.842
9959,jabłka;jajka;mleko,0.059,ser żółty,0.418,0.024,0.407,0.973
9960,oliwa z oliwek;jajka,0.071,jogurt naturalny;ogórki,0.162,0.010,0.141,0.869
9961,oliwa z oliwek;ogórki,0.063,jajka;jogurt naturalny,0.180,0.010,0.159,0.882
9962,oliwa z oliwek;jogurt naturalny,0.085,jajka;ogórki,0.155,0.010,0.118,0.759
9963,jajka;ogórki,0.155,oliwa z oliwek;jogurt naturalny,0.085,0.010,0.065,0.759
9964,jajka;jogurt naturalny,0.180,oliwa z oliwek;ogórki,0.063,0.010,0.056,0.882
9965,jogurt naturalny;ogórki,0.162,oliwa z oliwek;jajka,0.071,0.010,0.062,0.869
9966,oliwa z oliwek;jajka;ogórki,0.019,jogurt naturalny,0.434,0.010,0.526,1.213
9967,oliwa z oliwek;jajka;jogurt naturalny,0.031,ogórki,0.396,0.010,0.323,0.815
9968,oliwa z oliwek;jogurt naturalny;ogórki,0.029,jajka,0.432,0.010,0.345,0.798
9969,jajka;jogurt naturalny;ogórki,0.055,oliwa z oliwek,0.196,0.010,0.182,0.928
9970,jabłka;ryż brązowy,0.175,mleko;kurczak,0.068,0.005,0.029,0.420
9971,jabłka;mleko,0.170,ryż brązowy;kurczak,0.060,0.005,0.029,0.490
9972,jabłka;kurczak,0.066,ryż brązowy;mleko,0.181,0.005,0.076,0.419
9973,ryż brązowy;mleko,0.181,jabłka;kurczak,0.066,0.005,0.028,0.419
9974,ryż brązowy;kurczak,0.060,jabłka;mleko,0.170,0.005,0.083,0.490
9975,mleko;kurczak,0.068,jabłka;ryż brązowy,0.175,0.005,0.074,0.420
9976,jabłka;ryż brązowy;mleko,0.070,kurczak,0.192,0.005,0.071,0.372
9977,jabłka;ryż brązowy;kurczak,0.023,mleko,0.434,0.005,0.217,0.501
9978,jabłka;mleko;kurczak,0.019,ryż brązowy,0.412,0.005,0.263,0.639
9979,ryż brązowy;mleko;kurczak,0.021,jabłka,0.407,0.005,0.238,0.585
9980,jabłka;chleb pełnoziarnisty,0.162,mleko;kurczak,0.068,0.006,0.037,0.545
9981,jabłka;mleko,0.170,chleb pełnoziarnisty;kurczak,0.076,0.006,0.035,0.464
9982,jabłka;kurczak,0.066,chleb pełnoziarnisty;mleko,0.177,0.006,0.091,0.514
9983,chleb pełnoziarnisty;mleko,0.177,jabłka;kurczak,0.066,0.006,0.034,0.514
9984,chleb pełnoziarnisty;kurczak,0.076,jabłka;mleko,0.170,0.006,0.079,0.464
9985,mleko;kurczak,0.068,jabłka;chleb pełnoziarnisty,0.162,0.006,0.088,0.545
9986,jabłka;chleb pełnoziarnisty;mleko,0.075,kurczak,0.192,0.006,0.080,0.417
9987,jabłka;chleb pełnoziarnisty;kurczak,0.025,mleko,0.434,0.006,0.240,0.553
9988,jabłka;mleko;kurczak,0.019,chleb pełnoziarnisty,0.414,0.006,0.316,0.763
9989,chleb pełnoziarnisty;mleko;kurczak,0.025,jabłka,0.407,0.006,0.240,0.590
9990,jajka;ryż brązowy,0.171,chleb pełnoziarnisty;jogurt naturalny,0.169,0.029,0.170,1.003
9991,jajka;chleb pełnoziarnisty,0.180,ryż brązowy;jogurt naturalny,0.172,0.029,0.161,0.937
9992,jajka;jogurt naturalny,0.180,ryż brązowy;chleb pełnoziarnisty,0.176,0.029,0.161,0.915
9993,ryż brązowy;chleb pełnoziarnisty,0.176,jajka;jogurt naturalny,0.180,0.029,0.165,0.915
9994,ryż brązowy;jogurt naturalny,0.172,jajka;chleb pełnoziarnisty,0.180,0.029,0.169,0.937
9995,chleb pełnoziarnisty;jogurt naturalny,0.169,jajka;ryż brązowy,0.171,0.029,0.172,1.003
9996,jajka;ryż brązowy;chleb pełnoziarnisty,0.075,jogurt naturalny,0.434,0.029,0.387,0.891
9997,jajka;ryż brązowy;jogurt naturalny,0.067,chleb pełnoziarnisty,0.414,0.029,0.433,1.045
9998,jajka;chleb pełnoziarnisty;jogurt naturalny,0.064,ryż brązowy,0.412,0.029,0.453,1.100
9999,ryż brązowy;chleb pełnoziarnisty;jogurt naturalny,0.071,jajka,0.432,0.029,0.408,0.945
10000,ziemniaki;oliwa z oliwek,0.071,jajka;chleb pełnoziarnisty,0.180,0.012,0.169,0.939
10001,ziemniaki;jajka,0.177,oliwa z oliwek;chleb pełnoziarnisty,0.075,0.012,0.068,0.904
10002,ziemniaki;chleb pełnoziarnisty,0.164,oliwa z oliwek;jajka,0.071,0.012,0.073,1.031
10003,oliwa z oliwek;jajka,0.071,ziemniaki;chleb pełnoziarnisty,0.164,0.012,0.169,1.031
10004,oliwa z oliwek;chleb pełnoziarnisty,0.075,ziemniaki;jajka,0.177,0.012,0.160,0.904
10005,jajka;chleb pełnoziarnisty,0.180,ziemniaki;oliwa z oliwek,0.071,0.012,0.067,0.939
10006,ziemniaki;oliwa z oliwek;jajka,0.030,chleb pełnoziarnisty,0.414,0.012,0.400,0.966
10007,ziemniaki;oliwa z oliwek;chleb pełnoziarnisty,0.030,jajka,0.432,0.012,0.400,0.926
10008,ziemniaki;jajka;chleb pełnoziarnisty,0.074,oliwa z oliwek,0.196,0.012,0.162,0.827
10009,oliwa z oliwek;jajka;chleb pełnoziarnisty,0.028,ziemniaki,0.401,0.012,0.429,1.069
10010,oliwa z oliwek;płatki owsiane,0.045,jajka;chleb pełnoziarnisty,0.180,0.007,0.156,0.864
10011,oliwa z oliwek;jajka,0.071,płatki owsiane;chleb pełnoziarnisty,0.073,0.007,0.099,1.351
10012,oliwa z oliwek;chleb pełnoziarnisty,0.075,płatki owsiane;jajka,0.080,0.007,0.093,1.167
10013,płatki owsiane;jajka,0.080,oliwa z oliwek;chleb pełnoziarnisty,0.075,0.007,0.088,1.167
10014,płatki owsiane;chleb pełnoziarnisty,0.073,oliwa z oliwek;jajka,0.071,0.007,0.096,1.351
10015,jajka;chleb pełnoziarnisty,0.180,oliwa z oliwek;płatki owsiane,0.045,0.007,0.039,0.864
10016,oliwa z oliwek;płatki owsiane;jajka,0.013,chleb pełnoziarnisty,0.414,0.007,0.538,1.301
10017,oliwa z oliwek;płatki owsiane;chleb pełnoziarnisty,0.020,jajka,0.432,0.007,0.350,0.810
10018,oliwa z oliwek;jajka;chleb pełnoziarnisty,0.028,płatki owsiane,0.210,0.007,0.250,1.190
10019,płatki owsiane;jajka;chleb pełnoziarnisty,0.031,oliwa z oliwek,0.196,0.007,0.226,1.152
10020,ziemniaki;jajka,0.177,banany;kurczak,0.066,0.008,0.045,0.685
10021,ziemniaki;banany,0.146,jajka;kurczak,0.080,0.008,0.055,0.685
10022,ziemniaki;kurczak,0.065,jajka;banany,0.157,0.008,0.123,0.784
10023,jajka;banany,0.157,ziemniaki;kurczak,0.065,0.008,0.051,0.784
10024,jajka;kurczak,0.080,ziemniaki;banany,0.146,0.008,0.100,0.685
10025,banany;kurczak,0.066,ziemniaki;jajka,0.177,0.008,0.121,0.685
10026,ziemniaki;jajka;banany,0.062,kurczak,0.192,0.008,0.129,0.672
