id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
3793,shopping bags;pastry,0.010,white bread,0.036,0.001,0.110,3.012
3794,citrus fruit;domestic eggs,0.008,rolls/buns,0.179,0.002,0.219,1.228
3795,citrus fruit;rolls/buns,0.014,domestic eggs,0.055,0.002,0.119,2.141
3796,domestic eggs;rolls/buns,0.013,citrus fruit,0.075,0.002,0.131,1.747
3797,brown bread;bottled beer,0.005,whole milk,0.241,0.002,0.488,2.030
3798,brown bread;whole milk,0.021,bottled beer,0.078,0.002,0.104,1.331
3799,bottled beer;whole milk,0.017,brown bread,0.060,0.002,0.129,2.144
3800,other vegetables;bottled beer,0.013,tropical fruit,0.094,0.002,0.167,1.776
3801,bottled beer;tropical fruit,0.007,other vegetables,0.177,0.002,0.328,1.852
3802,yogurt;canned beer,0.004,bottled water,0.105,0.001,0.263,2.503
3803,canned beer;bottled water,0.007,yogurt,0.126,0.001,0.147,1.163
3804,pip fruit;chicken,0.003,whole milk,0.241,0.001,0.444,1.847
3805,yogurt;citrus fruit,0.018,napkins,0.046,0.002,0.102,2.243
3806,yogurt;napkins,0.009,citrus fruit,0.075,0.002,0.210,2.796
3807,citrus fruit;napkins,0.006,yogurt,0.126,0.002,0.315,2.490
3808,citrus fruit;rolls/buns,0.014,root vegetables,0.097,0.002,0.156,1.602
3809,rolls/buns;root vegetables,0.020,citrus fruit,0.075,0.002,0.111,1.472
3810,other vegetables;napkins,0.010,sausage,0.087,0.001,0.105,1.212
3811,sausage;napkins,0.005,other vegetables,0.177,0.001,0.217,1.227
3812,shopping bags;brown bread,0.008,sausage,0.087,0.002,0.222,2.558
3813,shopping bags;sausage,0.014,brown bread,0.060,0.002,0.117,1.943
3814,brown bread;sausage,0.009,shopping bags,0.094,0.002,0.195,2.068
3815,citrus fruit;sausage,0.008,whole milk,0.241,0.003,0.350,1.455
3816,citrus fruit;whole milk,0.025,sausage,0.087,0.003,0.120,1.377
3817,sausage;whole milk,0.024,citrus fruit,0.075,0.003,0.121,1.615
3818,yogurt;sausage,0.016,frankfurter,0.055,0.002,0.115,2.103
3819,yogurt;frankfurter,0.009,sausage,0.087,0.002,0.207,2.386
3820,sausage;frankfurter,0.009,yogurt,0.126,0.002,0.202,1.601
3821,tropical fruit;fruit/vegetable juice,0.010,rolls/buns,0.179,0.002,0.196,1.096
3822,fruit/vegetable juice;rolls/buns,0.013,tropical fruit,0.094,0.002,0.151,1.612
3823,other vegetables;frozen fish,0.004,whole milk,0.241,0.002,0.559,2.322
3824,frozen fish;whole milk,0.004,other vegetables,0.177,0.002,0.487,2.750
3825,brown bread;domestic eggs,0.005,soda,0.167,0.001,0.240,1.437
3826,brown bread;soda,0.010,domestic eggs,0.055,0.001,0.130,2.356
3827,domestic eggs;soda,0.009,brown bread,0.060,0.001,0.140,2.322
3828,napkins;butter,0.003,whole milk,0.241,0.001,0.464,1.930
3829,curd;pork,0.003,whole milk,0.241,0.002,0.516,2.145
3830,pastry;sausage,0.010,bottled water,0.105,0.001,0.126,1.202
3831,pastry;bottled water,0.007,sausage,0.087,0.001,0.194,2.228
3832,sausage;bottled water,0.010,pastry,0.081,0.001,0.128,1.570
3833,other vegetables;coffee,0.009,sausage,0.087,0.001,0.156,1.790
3834,sausage;coffee,0.005,other vegetables,0.177,0.001,0.286,1.613
3835,frozen meals;bottled beer,0.002,whole milk,0.241,0.001,0.522,2.168
3836,frozen meals;whole milk,0.007,bottled beer,0.078,0.001,0.171,2.194
3837,other vegetables;margarine,0.016,whole milk,0.241,0.007,0.411,1.706
3838,other vegetables;whole milk,0.062,margarine,0.053,0.007,0.105,1.988
3839,margarine;whole milk,0.020,other vegetables,0.177,0.007,0.325,1.832
3840,waffles;newspapers,0.004,whole milk,0.241,0.002,0.472,1.963
3841,waffles;whole milk,0.010,newspapers,0.077,0.002,0.185,2.397
3842,sausage;whole milk,0.024,root vegetables,0.097,0.005,0.203,2.095
3843,sausage;root vegetables,0.011,whole milk,0.241,0.005,0.439,1.826
3844,whole milk;root vegetables,0.039,sausage,0.087,0.005,0.126,1.454
3845,citrus fruit;napkins,0.006,fruit/vegetable juice,0.064,0.001,0.204,3.199
3846,citrus fruit;fruit/vegetable juice,0.007,napkins,0.046,0.001,0.159,3.492
3847,napkins;fruit/vegetable juice,0.005,citrus fruit,0.075,0.001,0.244,3.256
3848,whipped/sour cream;pastry,0.005,whole milk,0.241,0.002,0.500,2.078
3849,whipped/sour cream;whole milk,0.024,pastry,0.081,0.002,0.100,1.235
3850,whipped/sour cream;bottled beer,0.003,other vegetables,0.177,0.001,0.423,2.388
3851,yogurt;bottled beer,0.007,fruit/vegetable juice,0.064,0.001,0.206,3.233
3852,yogurt;fruit/vegetable juice,0.013,bottled beer,0.078,0.001,0.111,1.422
3853,bottled beer;fruit/vegetable juice,0.006,yogurt,0.126,0.001,0.255,2.013
3854,margarine;soda,0.008,newspapers,0.077,0.001,0.139,1.802
3855,whipped/sour cream;frankfurter,0.004,other vegetables,0.177,0.001,0.378,2.136
3856,other vegetables;frankfurter,0.013,whipped/sour cream,0.062,0.001,0.111,1.798
3857,yogurt;white bread,0.005,sausage,0.087,0.001,0.212,2.435
3858,white bread;sausage,0.005,yogurt,0.126,0.001,0.229,1.813
3859,pork;meat,0.002,other vegetables,0.177,0.001,0.455,2.566
3860,other vegetables;meat,0.008,pork,0.053,0.001,0.128,2.432
3861,oil;whole milk,0.008,root vegetables,0.097,0.002,0.278,2.868
3862,oil;root vegetables,0.004,whole milk,0.241,0.002,0.595,2.471
3863,frozen vegetables;bottled water,0.004,whole milk,0.241,0.002,0.385,1.598
3864,frozen vegetables;whole milk,0.015,bottled water,0.105,0.002,0.106,1.005
3865,napkins;whole milk,0.015,root vegetables,0.097,0.003,0.179,1.839
3866,napkins;root vegetables,0.007,whole milk,0.241,0.003,0.385,1.598
3867,butter;whole milk,0.021,coffee,0.053,0.002,0.106,2.000
3868,butter;coffee,0.003,whole milk,0.241,0.002,0.656,2.727
3869,whole milk;coffee,0.015,butter,0.047,0.002,0.150,3.204
3870,domestic eggs;salty snack,0.002,whole milk,0.241,0.001,0.500,2.078
3871,salty snack;whole milk,0.008,domestic eggs,0.055,0.001,0.145,2.615
3872,processed cheese;fruit/vegetable juice,0.002,whole milk,0.241,0.001,0.579,2.406
3873,processed cheese;whole milk,0.005,fruit/vegetable juice,0.064,0.001,0.234,3.675
3874,yogurt;pip fruit,0.013,citrus fruit,0.075,0.002,0.131,1.747
3875,pip fruit;citrus fruit,0.011,yogurt,0.126,0.002,0.157,1.241
3876,whipped/sour cream;sausage,0.006,berries,0.029,0.001,0.214,7.337
3877,whipped/sour cream;berries,0.007,sausage,0.087,0.001,0.169,1.945
3878,sausage;berries,0.003,whipped/sour cream,0.062,0.001,0.375,6.069
3879,bottled beer;whole milk,0.017,root vegetables,0.097,0.003,0.153,1.579
3880,bottled beer;root vegetables,0.008,whole milk,0.241,0.003,0.333,1.385
3881,yogurt;sliced cheese,0.005,whole milk,0.241,0.003,0.529,2.200
3882,sliced cheese;whole milk,0.008,yogurt,0.126,0.003,0.370,2.926
3883,sausage;hygiene articles,0.003,soda,0.167,0.001,0.370,2.218
3884,hygiene articles;soda,0.006,sausage,0.087,0.001,0.169,1.951
3885,whipped/sour cream;pastry,0.005,root vegetables,0.097,0.001,0.261,2.686
3886,whipped/sour cream;root vegetables,0.013,pastry,0.081,0.001,0.101,1.240
3887,pastry;root vegetables,0.008,whipped/sour cream,0.062,0.001,0.160,2.589
3888,white bread;bottled water,0.003,whole milk,0.241,0.001,0.481,2.001
3889,white bread;whole milk,0.013,bottled water,0.105,0.001,0.107,1.014
3890,yogurt;meat,0.004,rolls/buns,0.179,0.001,0.306,1.712
3891,rolls/buns;meat,0.006,yogurt,0.126,0.001,0.200,1.582
3892,berries;butter,0.003,whole milk,0.241,0.002,0.640,2.660
3893,berries;whole milk,0.009,butter,0.047,0.002,0.190,4.069
3894,other vegetables;fruit/vegetable juice,0.015,rolls/buns,0.179,0.003,0.197,1.105
3895,fruit/vegetable juice;rolls/buns,0.013,other vegetables,0.177,0.003,0.235,1.328
3896,yogurt;citrus fruit,0.018,whole milk,0.241,0.007,0.416,1.727
3897,yogurt;whole milk,0.046,citrus fruit,0.075,0.007,0.159,2.123
3898,citrus fruit;whole milk,0.025,yogurt,0.126,0.007,0.295,2.332
3899,curd;soda,0.007,tropical fruit,0.094,0.001,0.188,1.998
3900,sugar;bottled water,0.004,whole milk,0.241,0.002,0.472,1.963
3901,sugar;whole milk,0.012,bottled water,0.105,0.002,0.155,1.470
3902,other vegetables;salty snack,0.008,tropical fruit,0.094,0.001,0.147,1.563
3903,tropical fruit;salty snack,0.003,other vegetables,0.177,0.001,0.344,1.941
3904,other vegetables;pastry,0.017,domestic eggs,0.055,0.002,0.143,2.581
3905,other vegetables;domestic eggs,0.017,pastry,0.081,0.002,0.144,1.768
3906,pastry;domestic eggs,0.006,other vegetables,0.177,0.002,0.390,2.201
3907,yogurt;brown bread,0.011,root vegetables,0.097,0.002,0.187,1.925
3908,yogurt;root vegetables,0.019,brown bread,0.060,0.002,0.109,1.809
3909,brown bread;root vegetables,0.008,yogurt,0.126,0.002,0.263,2.082
3910,domestic eggs;rolls/buns,0.013,root vegetables,0.097,0.002,0.123,1.266
3911,tropical fruit;berries,0.005,whole milk,0.241,0.002,0.378,1.570
3912,berries;whole milk,0.009,tropical fruit,0.094,0.002,0.202,2.157
3913,onions;citrus fruit,0.004,root vegetables,0.097,0.001,0.250,2.574
3914,onions;root vegetables,0.007,citrus fruit,0.075,0.001,0.152,2.018
3915,sliced cheese;whole milk,0.008,root vegetables,0.097,0.001,0.164,1.693
3916,sliced cheese;root vegetables,0.003,whole milk,0.241,0.001,0.429,1.781
3917,shopping bags;pip fruit,0.007,yogurt,0.126,0.001,0.162,1.280
3918,domestic eggs;margarine,0.006,root vegetables,0.097,0.002,0.268,2.758
3919,domestic eggs;root vegetables,0.010,margarine,0.053,0.002,0.155,2.916
3920,margarine;root vegetables,0.008,domestic eggs,0.055,0.002,0.188,3.387
3921,shopping bags;pip fruit,0.007,whole milk,0.241,0.002,0.294,1.222
3922,yogurt;bottled beer,0.007,sausage,0.087,0.001,0.147,1.693
3923,bottled beer;sausage,0.007,yogurt,0.126,0.001,0.154,1.217
3924,rolls/buns;herbs,0.002,root vegetables,0.097,0.001,0.524,5.394
3925,herbs;root vegetables,0.005,rolls/buns,0.179,0.001,0.224,1.258
3926,white bread;processed cheese,0.003,ham,0.022,0.002,0.536,23.966
3927,white bread;ham,0.004,processed cheese,0.014,0.002,0.429,30.561
3928,processed cheese;ham,0.003,white bread,0.036,0.002,0.625,17.132
3929,pork;bottled beer,0.005,whole milk,0.241,0.002,0.372,1.546
3930,flour;sugar,0.004,whole milk,0.241,0.002,0.514,2.134
3931,flour;whole milk,0.007,sugar,0.030,0.002,0.292,9.901
3932,sugar;whole milk,0.012,flour,0.015,0.002,0.173,11.618
3933,yogurt;pork,0.007,soda,0.167,0.001,0.203,1.215
3934,pork;soda,0.010,yogurt,0.126,0.001,0.143,1.130
3935,other vegetables;dessert,0.008,root vegetables,0.097,0.002,0.240,2.471
3936,root vegetables;dessert,0.004,other vegetables,0.177,0.002,0.514,2.903
3937,grapes;bottled water,0.003,whole milk,0.241,0.001,0.419,1.743
3938,grapes;whole milk,0.005,bottled water,0.105,0.001,0.255,2.425
3939,white bread;whole milk,0.013,root vegetables,0.097,0.002,0.148,1.519
3940,white bread;root vegetables,0.005,whole milk,0.241,0.002,0.353,1.467
3941,other vegetables;baking powder,0.005,whole milk,0.241,0.002,0.478,1.988
3942,baking powder;whole milk,0.007,other vegetables,0.177,0.002,0.344,1.941
3943,bottled beer;bottled water,0.014,whole milk,0.241,0.005,0.348,1.447
3944,bottled beer;whole milk,0.017,bottled water,0.105,0.005,0.288,2.743
3945,bottled water;whole milk,0.030,bottled beer,0.078,0.005,0.165,2.118
3946,whipped/sour cream;other vegetables,0.021,domestic eggs,0.055,0.003,0.129,2.337
3947,whipped/sour cream;domestic eggs,0.007,other vegetables,0.177,0.003,0.406,2.293
3948,other vegetables;domestic eggs,0.017,whipped/sour cream,0.062,0.003,0.163,2.630
3949,pastry;waffles,0.006,soda,0.167,0.001,0.218,1.306
3950,waffles;soda,0.007,pastry,0.081,0.001,0.171,2.109
3951,sausage;specialty bar,0.002,rolls/buns,0.179,0.001,0.667,3.735
3952,specialty bar;rolls/buns,0.005,sausage,0.087,0.001,0.255,2.939
3953,pastry;sugar,0.004,whole milk,0.241,0.002,0.447,1.859
3954,sugar;whole milk,0.012,pastry,0.081,0.002,0.155,1.901
3955,citrus fruit;margarine,0.006,whole milk,0.241,0.002,0.293,1.218
3956,bottled beer;butter,0.004,root vegetables,0.097,0.001,0.256,2.640
3957,bottled beer;root vegetables,0.008,butter,0.047,0.001,0.133,2.848
3958,butter;root vegetables,0.008,bottled beer,0.078,0.001,0.125,1.600
3959,rolls/buns;salty snack,0.004,whole milk,0.241,0.001,0.316,1.312
3960,shopping bags;citrus fruit,0.008,fruit/vegetable juice,0.064,0.001,0.139,2.186
3961,shopping bags;fruit/vegetable juice,0.009,citrus fruit,0.075,0.001,0.134,1.787
3962,citrus fruit;fruit/vegetable juice,0.007,shopping bags,0.094,0.001,0.159,1.689
3963,newspapers;chicken,0.005,root vegetables,0.097,0.001,0.233,2.395
3964,newspapers;root vegetables,0.009,chicken,0.037,0.001,0.118,3.170
3965,chicken;root vegetables,0.008,newspapers,0.077,0.001,0.137,1.777
3966,yogurt;napkins,0.009,newspapers,0.077,0.001,0.123,1.602
3967,napkins;newspapers,0.004,yogurt,0.126,0.001,0.244,1.929
3968,yogurt;other vegetables,0.034,bottled water,0.105,0.005,0.163,1.551
3969,yogurt;bottled water,0.019,other vegetables,0.177,0.005,0.287,1.622
3970,other vegetables;bottled water,0.020,yogurt,0.126,0.005,0.275,2.176
3971,hygiene articles;margarine,0.003,whole milk,0.241,0.001,0.458,1.905
3972,hygiene articles;whole milk,0.009,margarine,0.053,0.001,0.125,2.357
3973,curd;domestic eggs,0.004,root vegetables,0.097,0.001,0.286,2.942
3974,curd;root vegetables,0.009,domestic eggs,0.055,0.001,0.148,2.676
3975,domestic eggs;root vegetables,0.010,curd,0.048,0.001,0.124,2.584
3976,other vegetables;newspapers,0.016,domestic eggs,0.055,0.002,0.105,1.889
3977,domestic eggs;newspapers,0.006,other vegetables,0.177,0.002,0.291,1.642
3978,chocolate;sausage,0.004,whole milk,0.241,0.002,0.395,1.641
3979,chocolate;whole milk,0.012,sausage,0.087,0.002,0.134,1.541
3980,chocolate;candy,0.004,soda,0.167,0.001,0.324,1.942
3981,chocolate;soda,0.011,candy,0.026,0.001,0.119,4.489
3982,candy;soda,0.006,chocolate,0.043,0.001,0.203,4.728
3983,whole milk;meat,0.008,soda,0.167,0.002,0.205,1.228
3984,soda;meat,0.005,whole milk,0.241,0.002,0.333,1.385
3985,beef;tropical fruit,0.005,bottled water,0.105,0.001,0.222,2.114
3986,beef;bottled water,0.005,tropical fruit,0.094,0.001,0.233,2.478
3987,curd;pip fruit,0.005,tropical fruit,0.094,0.002,0.288,3.074
3988,curd;tropical fruit,0.008,pip fruit,0.067,0.002,0.200,2.982
3989,pip fruit;tropical fruit,0.015,curd,0.048,0.002,0.103,2.161
3990,yogurt;beef,0.008,tropical fruit,0.094,0.001,0.165,1.754
3991,beef;tropical fruit,0.005,yogurt,0.126,0.001,0.289,2.285
3992,yogurt;uht-milk,0.006,soda,0.167,0.001,0.180,1.080
3993,uht-milk;soda,0.007,yogurt,0.126,0.001,0.172,1.360
3994,pip fruit;citrus fruit,0.011,whole milk,0.241,0.003,0.304,1.263
3995,pip fruit;whole milk,0.024,citrus fruit,0.075,0.003,0.138,1.843
3996,citrus fruit;whole milk,0.025,pip fruit,0.067,0.003,0.132,1.976
3997,citrus fruit;fruit/vegetable juice,0.007,root vegetables,0.097,0.001,0.203,2.089
3998,citrus fruit;root vegetables,0.013,fruit/vegetable juice,0.064,0.001,0.116,1.817
3999,fruit/vegetable juice;root vegetables,0.007,citrus fruit,0.075,0.001,0.209,2.783
4000,yogurt;curd,0.013,root vegetables,0.097,0.003,0.234,2.408
4001,yogurt;root vegetables,0.019,curd,0.048,0.003,0.158,3.292
4002,curd;root vegetables,0.009,yogurt,0.126,0.003,0.358,2.832
4003,long life bakery product;other vegetables,0.008,root vegetables,0.097,0.002,0.253,2.609
4004,long life bakery product;root vegetables,0.003,other vegetables,0.177,0.002,0.576,3.250
4005,sausage;bottled water,0.010,whole milk,0.241,0.003,0.277,1.150
4006,sausage;whole milk,0.024,bottled water,0.105,0.003,0.113,1.071
4007,long life bakery product;other vegetables,0.008,pastry,0.081,0.001,0.147,1.804
4008,long life bakery product;pastry,0.004,other vegetables,0.177,0.001,0.268,1.515
4009,beef;other vegetables,0.015,domestic eggs,0.055,0.002,0.136,2.458
4010,beef;domestic eggs,0.004,other vegetables,0.177,0.002,0.513,2.895
4011,other vegetables;domestic eggs,0.017,beef,0.046,0.002,0.125,2.688
4012,shopping bags;bottled water,0.010,soda,0.167,0.003,0.330,1.974
4013,shopping bags;soda,0.022,bottled water,0.105,0.003,0.142,1.352
4014,bottled water;soda,0.026,shopping bags,0.094,0.003,0.121,1.282
4015,brown bread;pip fruit,0.006,other vegetables,0.177,0.003,0.444,2.509
4016,brown bread;other vegetables,0.015,pip fruit,0.067,0.003,0.169,2.520
4017,pip fruit;other vegetables,0.020,brown bread,0.060,0.003,0.127,2.113
4018,citrus fruit;butter,0.007,tropical fruit,0.094,0.001,0.159,1.691
4019,tropical fruit;butter,0.006,citrus fruit,0.075,0.001,0.179,2.379
4020,other vegetables;sausage,0.021,whole milk,0.241,0.007,0.320,1.330
4021,other vegetables;whole milk,0.062,sausage,0.087,0.007,0.109,1.253
4022,sausage;whole milk,0.024,other vegetables,0.177,0.007,0.277,1.564
4023,frankfurter;margarine,0.005,rolls/buns,0.179,0.001,0.231,1.293
4024,canned beer;rolls/buns,0.010,soda,0.167,0.003,0.242,1.451
4025,canned beer;soda,0.013,rolls/buns,0.179,0.003,0.192,1.076
4026,other vegetables;hygiene articles,0.007,whole milk,0.241,0.003,0.424,1.763
4027,hygiene articles;whole milk,0.009,other vegetables,0.177,0.003,0.318,1.796
4028,brown bread;citrus fruit,0.006,root vegetables,0.097,0.002,0.262,2.701
4029,brown bread;root vegetables,0.008,citrus fruit,0.075,0.002,0.211,2.804
4030,citrus fruit;root vegetables,0.013,brown bread,0.060,0.002,0.132,2.200
4031,tropical fruit;napkins,0.007,whole milk,0.241,0.003,0.413,1.715
4032,napkins;whole milk,0.015,tropical fruit,0.094,0.003,0.186,1.979
4033,brown bread;other vegetables,0.015,whole milk,0.241,0.007,0.451,1.873
4034,brown bread;whole milk,0.021,other vegetables,0.177,0.007,0.317,1.789
4035,other vegetables;whole milk,0.062,brown bread,0.060,0.007,0.109,1.811
4036,domestic eggs;tropical fruit,0.008,fruit/vegetable juice,0.064,0.001,0.189,2.971
4037,domestic eggs;fruit/vegetable juice,0.005,tropical fruit,0.094,0.001,0.275,2.925
4038,tropical fruit;fruit/vegetable juice,0.010,domestic eggs,0.055,0.001,0.152,2.749
4039,onions;butter,0.002,whole milk,0.241,0.001,0.600,2.494
4040,onions;whole milk,0.009,butter,0.047,0.001,0.141,3.016
4041,citrus fruit;tropical fruit,0.016,whole milk,0.241,0.006,0.401,1.668
4042,citrus fruit;whole milk,0.025,tropical fruit,0.094,0.006,0.261,2.778
4043,tropical fruit;whole milk,0.034,citrus fruit,0.075,0.006,0.189,2.523
4044,yogurt;sausage,0.016,fruit/vegetable juice,0.064,0.002,0.122,1.910
4045,yogurt;fruit/vegetable juice,0.013,sausage,0.087,0.002,0.143,1.644
4046,sausage;fruit/vegetable juice,0.008,yogurt,0.126,0.002,0.250,1.977
4047,whipped/sour cream;onions,0.003,whole milk,0.241,0.001,0.355,1.475
4048,onions;whole milk,0.009,whipped/sour cream,0.062,0.001,0.129,2.094
4049,beverages;tropical fruit,0.003,whole milk,0.241,0.001,0.303,1.259
4050,beverages;whole milk,0.006,tropical fruit,0.094,0.001,0.169,1.806
4051,chocolate;newspapers,0.004,rolls/buns,0.179,0.002,0.436,2.442
4052,chocolate;rolls/buns,0.009,newspapers,0.077,0.002,0.193,2.506
4053,bottled water;cream cheese,0.005,soda,0.167,0.001,0.261,1.562
4054,cream cheese;soda,0.005,bottled water,0.105,0.001,0.235,2.238
4055,citrus fruit;sausage,0.008,newspapers,0.077,0.001,0.150,1.946
4056,citrus fruit;newspapers,0.007,sausage,0.087,0.001,0.176,2.031
4057,sausage;newspapers,0.006,citrus fruit,0.075,0.001,0.203,2.709
4058,yogurt;pickled vegetables,0.003,whole milk,0.241,0.001,0.429,1.781
4059,pickled vegetables;whole milk,0.005,yogurt,0.126,0.001,0.240,1.898
4060,yogurt;shopping bags,0.012,fruit/vegetable juice,0.064,0.002,0.175,2.755
4061,yogurt;fruit/vegetable juice,0.013,shopping bags,0.094,0.002,0.159,1.682
4062,shopping bags;fruit/vegetable juice,0.009,yogurt,0.126,0.002,0.244,1.929
4063,whipped/sour cream;napkins,0.005,root vegetables,0.097,0.001,0.326,3.353
4064,whipped/sour cream;root vegetables,0.013,napkins,0.046,0.001,0.118,2.577
4065,napkins;root vegetables,0.007,whipped/sour cream,0.062,0.001,0.215,3.486
4066,pip fruit;pastry,0.007,rolls/buns,0.179,0.002,0.239,1.341
4067,pip fruit;rolls/buns,0.011,pastry,0.081,0.002,0.157,1.936
4068,pastry;rolls/buns,0.018,pip fruit,0.067,0.002,0.102,1.518
4069,shopping bags;whole milk,0.021,root vegetables,0.097,0.003,0.150,1.545
4070,shopping bags;root vegetables,0.010,whole milk,0.241,0.003,0.309,1.285
4071,pork;coffee,0.003,other vegetables,0.177,0.001,0.480,2.710
4072,other vegetables;coffee,0.009,pork,0.053,0.001,0.133,2.529
4073,sausage;salty snack,0.004,soda,0.167,0.001,0.325,1.946
4074,salty snack;soda,0.007,sausage,0.087,0.001,0.194,2.233
4075,whipped/sour cream;whole milk,0.024,root vegetables,0.097,0.006,0.236,2.428
4076,whipped/sour cream;root vegetables,0.013,whole milk,0.241,0.006,0.454,1.886
4077,whole milk;root vegetables,0.039,whipped/sour cream,0.062,0.006,0.145,2.349
4078,whipped/sour cream;herbs,0.002,whole milk,0.241,0.001,0.524,2.177
4079,herbs;whole milk,0.006,whipped/sour cream,0.062,0.001,0.204,3.297
4080,beef;citrus fruit,0.007,root vegetables,0.097,0.002,0.349,3.596
4081,beef;root vegetables,0.013,citrus fruit,0.075,0.002,0.173,2.307
4082,citrus fruit;root vegetables,0.013,beef,0.046,0.002,0.182,3.910
4083,other vegetables;ice cream,0.003,whole milk,0.241,0.001,0.400,1.662
4084,ice cream;whole milk,0.004,other vegetables,0.177,0.001,0.286,1.613
4085,pip fruit;rolls/buns,0.011,citrus fruit,0.075,0.001,0.120,1.603
4086,uht-milk;other vegetables,0.007,newspapers,0.077,0.001,0.172,2.230
4087,uht-milk;newspapers,0.004,other vegetables,0.177,0.001,0.297,1.678
4088,whipped/sour cream;rolls/buns,0.012,bottled water,0.105,0.002,0.164,1.557
4089,whipped/sour cream;bottled water,0.006,rolls/buns,0.179,0.002,0.300,1.681
4090,white bread;other vegetables,0.010,citrus fruit,0.075,0.001,0.111,1.480
4091,white bread;citrus fruit,0.003,other vegetables,0.177,0.001,0.344,1.941
4092,frozen vegetables;sugar,0.002,whole milk,0.241,0.001,0.526,2.187
4093,onions;rolls/buns,0.005,root vegetables,0.097,0.001,0.298,3.067
4094,onions;root vegetables,0.007,rolls/buns,0.179,0.001,0.212,1.188
4095,brown bread;ham,0.002,whole milk,0.241,0.001,0.688,2.857
4096,ham;whole milk,0.008,brown bread,0.060,0.001,0.138,2.288
4097,other vegetables;napkins,0.010,whole milk,0.241,0.004,0.389,1.619
4098,napkins;whole milk,0.015,other vegetables,0.177,0.004,0.264,1.492
4099,pork;rolls/buns,0.009,chicken,0.037,0.001,0.112,3.027
4100,pork;chicken,0.004,rolls/buns,0.179,0.001,0.244,1.366
4101,rolls/buns;chicken,0.007,pork,0.053,0.001,0.152,2.874
4102,pip fruit;margarine,0.006,tropical fruit,0.094,0.001,0.207,2.205
4103,tropical fruit;margarine,0.007,pip fruit,0.067,0.001,0.194,2.886
4104,citrus fruit;margarine,0.006,root vegetables,0.097,0.001,0.172,1.775
4105,margarine;root vegetables,0.008,citrus fruit,0.075,0.001,0.125,1.665
4106,cat food;other vegetables,0.004,citrus fruit,0.075,0.001,0.308,4.099
4107,cat food;citrus fruit,0.003,other vegetables,0.177,0.001,0.429,2.419
4108,newspapers;rolls/buns,0.018,root vegetables,0.097,0.002,0.110,1.131
4109,newspapers;root vegetables,0.009,rolls/buns,0.179,0.002,0.224,1.252
4110,rolls/buns;dessert,0.005,soda,0.167,0.001,0.250,1.497
4111,sliced cheese;other vegetables,0.005,rolls/buns,0.179,0.001,0.260,1.456
4112,sliced cheese;rolls/buns,0.006,other vegetables,0.177,0.001,0.220,1.244
4113,brown bread;frankfurter,0.006,root vegetables,0.097,0.001,0.164,1.688
4114,brown bread;root vegetables,0.008,frankfurter,0.055,0.001,0.132,2.409
4115,frankfurter;root vegetables,0.008,brown bread,0.060,0.001,0.135,2.248
4116,yogurt;margarine,0.011,rolls/buns,0.179,0.003,0.320,1.795
4117,yogurt;rolls/buns,0.030,margarine,0.053,0.003,0.117,2.206
4118,margarine;rolls/buns,0.013,yogurt,0.126,0.003,0.275,2.175
4119,pork;frankfurter,0.005,newspapers,0.077,0.001,0.217,2.820
4120,pork;newspapers,0.006,frankfurter,0.055,0.001,0.189,3.455
4121,frankfurter;newspapers,0.005,pork,0.053,0.001,0.222,4.215
4122,hamburger meat;pastry,0.003,whole milk,0.241,0.002,0.567,2.355
4123,hamburger meat;whole milk,0.011,pastry,0.081,0.002,0.157,1.936
4124,other vegetables;sugar,0.008,domestic eggs,0.055,0.001,0.164,2.970
4125,domestic eggs;sugar,0.003,other vegetables,0.177,0.001,0.400,2.258
4126,chocolate;other vegetables,0.009,soda,0.167,0.002,0.277,1.659
4127,chocolate;soda,0.011,other vegetables,0.177,0.002,0.228,1.286
4128,shopping bags;napkins,0.006,root vegetables,0.097,0.001,0.175,1.807
4129,shopping bags;root vegetables,0.010,napkins,0.046,0.001,0.103,2.258
4130,napkins;root vegetables,0.007,shopping bags,0.094,0.001,0.154,1.630
4131,pip fruit;tropical fruit,0.015,root vegetables,0.097,0.003,0.193,1.988
4132,pip fruit;root vegetables,0.011,tropical fruit,0.094,0.003,0.264,2.815
4133,tropical fruit;root vegetables,0.015,pip fruit,0.067,0.003,0.194,2.900
4134,yogurt;brown bread,0.011,pastry,0.081,0.002,0.178,2.184
4135,yogurt;pastry,0.013,brown bread,0.060,0.002,0.158,2.634
4136,brown bread;pastry,0.008,yogurt,0.126,0.002,0.257,2.031
4137,pastry;citrus fruit,0.007,tropical fruit,0.094,0.002,0.225,2.401
4138,pastry;tropical fruit,0.009,citrus fruit,0.075,0.002,0.178,2.368
4139,citrus fruit;tropical fruit,0.016,pastry,0.081,0.002,0.105,1.295
4140,brown bread;other vegetables,0.015,citrus fruit,0.075,0.002,0.134,1.782
4141,brown bread;citrus fruit,0.006,other vegetables,0.177,0.002,0.311,1.758
4142,shopping bags;frankfurter,0.007,root vegetables,0.097,0.001,0.145,1.492
4143,shopping bags;root vegetables,0.010,frankfurter,0.055,0.001,0.103,1.888
4144,frankfurter;root vegetables,0.008,shopping bags,0.094,0.001,0.135,1.432
4145,citrus fruit;frankfurter,0.005,whole milk,0.241,0.002,0.400,1.662
4146,frankfurter;whole milk,0.017,citrus fruit,0.075,0.002,0.125,1.665
